"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Tuesday, December 05, 2023 09:24:03"
"Sample Description:"
"Batch ID:","12/05/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|-","Ba",137,201.567715,"ug/L",2.039,708219.090
"|-","Tl",205,49.720361,"ug/L",0.848,1580135.440
"| ","Pb",208,49.944324,"ug/L",0.698,2211407.660
"|>","Bi",209,,"ug/L",,477662.218
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFA@2308570"
"Sample Date/Time:","Tuesday, December 05, 2023 10:49:22"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,707850.546
"| ","Be",9,0.006728,"ug/L",187.535,12.000
"|-","Al",27,5354.827576,"ug/L",1.597,41245734.931
"|-","V",51,-0.552673,"ug/L",17.148,-10104.368
"| ","Cr",52,0.229159,"ug/L",14.272,8316.805
"| ","Mn",55,0.071891,"ug/L",8.476,1904.533
"| ","Fe",57,5273.654914,"ug/L",1.437,1524247.324
"| ","Co",59,0.062270,"ug/L",3.734,721.362
"| ","Ni",60,-2.723717,"ug/L",3.068,2130.584
"| ","Cu",63,0.143854,"ug/L",8.086,783.701
"| ","Zn",66,0.327367,"ug/L",5.390,641.689
"| ","As",75,-0.107016,"ug/L",144.069,-561.814
"| ","Se",82,0.006450,"ug/L",854.397,8.348
"|>","Ge",74,,"ug/L",,280162.807
"|-","Mo",97,103.340088,"ug/L",1.891,165931.504
"|-","Ag",107,0.003558,"ug/L",5.382,45.000
"| ","Cd",111,-0.027852,"ug/L",51.864,7.417
"|>","In",115,,"ug/L",,352307.181
"| ","Sb",123,0.172748,"ug/L",16.547,943.085
"|-","Ba",137,0.067677,"ug/L",16.770,319.094
"|-","Tl",205,-0.017358,"ug/L",10.992,377.008
"| ","Pb",208,0.039608,"ug/L",3.479,2150.768
"|>","Bi",209,,"ug/L",,463200.849
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFB@2308571"
"Sample Date/Time:","Tuesday, December 05, 2023 10:53:05"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,700914.709
"| ","Be",9,0.005490,"ug/L",49.203,11.000
"|-","Al",27,5391.834942,"ug/L",2.010,41122437.157
"|-","V",51,85.515546,"ug/L",1.175,785044.281
"| ","Cr",52,83.216614,"ug/L",1.401,692517.184
"| ","Mn",55,85.121746,"ug/L",1.628,1265887.900
"| ","Fe",57,5166.828937,"ug/L",0.888,1515173.703
"| ","Co",59,83.973687,"ug/L",1.225,832036.559
"| ","Ni",60,81.742146,"ug/L",2.058,167301.282
"| ","Cu",63,83.271830,"ug/L",1.342,342479.054
"| ","Zn",66,42.623453,"ug/L",1.049,49613.683
"| ","As",75,42.626409,"ug/L",0.569,48498.760
"| ","Se",82,40.441846,"ug/L",0.971,5598.735
"|>","Ge",74,,"ug/L",,284252.137
"|-","Mo",97,101.164960,"ug/L",0.940,164804.049
"|-","Ag",107,19.825556,"ug/L",1.084,156373.438
"| ","Cd",111,42.711123,"ug/L",0.911,73996.353
"|>","In",115,,"ug/L",,354137.251
"| ","Sb",123,0.101639,"ug/L",11.575,615.052
"|-","Ba",137,0.059426,"ug/L",16.186,291.423
"|-","Tl",205,-0.018901,"ug/L",2.885,326.006
"| ","Pb",208,0.039322,"ug/L",1.080,2115.429
"|>","Bi",209,,"ug/L",,458198.736
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV"
"Sample Date/Time:","Tuesday, December 05, 2023 11:08:28"
"Sample Description:","As 1"
"Batch ID:","12/05/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,660844.697
"| ","Be",9,1.003845,"ug/L",1.182,654.357
"|-","Al",27,8.123997,"ug/L",1.467,85701.068
"|-","V",51,0.559241,"ug/L",10.209,22.870
"| ","Cr",52,1.077970,"ug/L",3.122,14673.835
"| ","Mn",55,0.964332,"ug/L",0.970,14446.470
"| ","Fe",57,17.791602,"ug/L",0.588,8220.048
"| ","Co",59,0.971667,"ug/L",1.172,9261.382
"| ","Ni",60,-1.702996,"ug/L",1.955,3952.526
"| ","Cu",63,1.972884,"ug/L",0.224,7903.434
"| ","Zn",66,2.029902,"ug/L",0.802,2492.675
"| ","As",75,0.848394,"ug/L",11.264,501.324
"| ","Se",82,0.414907,"ug/L",16.149,61.729
"|>","Ge",74,,"ug/L",,270232.020
"|-","Mo",97,0.477107,"ug/L",1.417,814.420
"|-","Ag",107,0.186645,"ug/L",3.012,1424.445
"| ","Cd",111,1.046544,"ug/L",2.479,1786.401
"|>","In",115,,"ug/L",,338781.057
"| ","Sb",123,0.238998,"ug/L",6.556,1202.366
"|-","Ba",137,3.966455,"ug/L",2.344,13453.867
"|-","Tl",205,0.949086,"ug/L",1.216,30231.183
"| ","Pb",208,0.973792,"ug/L",1.262,42374.925
"|>","Bi",209,,"ug/L",,464575.701
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV"
"Sample Date/Time:","Tuesday, December 05, 2023 11:11:47"
"Sample Description:","Ni 5"
"Batch ID:","12/05/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,661666.880
"| ","Be",9,4.993253,"ug/L",2.636,3232.242
"|-","Al",27,48.753038,"ug/L",1.075,378141.746
"|-","V",51,4.470036,"ug/L",3.521,34659.483
"| ","Cr",52,4.947491,"ug/L",1.251,45363.907
"| ","Mn",55,4.833828,"ug/L",1.045,69678.345
"| ","Fe",57,95.700116,"ug/L",1.270,30132.523
"| ","Co",59,4.892445,"ug/L",1.240,46562.608
"| ","Ni",60,2.178462,"ug/L",4.277,11257.299
"| ","Cu",63,9.919851,"ug/L",1.799,39273.328
"| ","Zn",66,10.102068,"ug/L",1.095,11468.563
"| ","As",75,4.720039,"ug/L",3.897,4766.039
"| ","Se",82,1.814692,"ug/L",5.255,247.676
"|>","Ge",74,,"ug/L",,272428.087
"|-","Mo",97,1.922707,"ug/L",3.326,3076.498
"|-","Ag",107,0.942495,"ug/L",1.806,7154.148
"| ","Cd",111,4.996096,"ug/L",1.532,8358.454
"|>","In",115,,"ug/L",,340046.894
"| ","Sb",123,0.947577,"ug/L",4.002,4388.253
"|-","Ba",137,19.807476,"ug/L",1.175,67127.196
"|-","Tl",205,4.860944,"ug/L",0.263,151114.285
"| ","Pb",208,4.858915,"ug/L",0.621,209699.333
"|>","Bi",209,,"ug/L",,464687.583
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV"
"Sample Date/Time:","Tuesday, December 05, 2023 11:19:27"
"Sample Description:","Ni 5"
"Batch ID:","12/05/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,665831.217
"| ","Be",9,4.991503,"ug/L",2.402,3251.248
"|-","Al",27,50.238686,"ug/L",0.890,391276.714
"|-","V",51,4.736840,"ug/L",2.309,36914.600
"| ","Cr",52,5.166684,"ug/L",0.682,46955.973
"| ","Mn",55,5.094476,"ug/L",1.102,73168.281
"| ","Fe",57,101.315955,"ug/L",0.462,31613.546
"| ","Co",59,5.104418,"ug/L",0.123,48430.668
"| ","Ni",60,2.347328,"ug/L",0.534,11539.319
"| ","Cu",63,10.359865,"ug/L",1.052,40882.053
"| ","Zn",66,10.043511,"ug/L",1.136,11368.771
"| ","As",75,4.834832,"ug/L",1.184,4877.367
"| ","Se",82,1.899195,"ug/L",3.039,258.085
"|>","Ge",74,,"ug/L",,271600.444
"|-","Mo",97,2.016558,"ug/L",1.051,3213.952
"|-","Ag",107,0.954513,"ug/L",1.202,7377.326
"| ","Cd",111,4.964064,"ug/L",0.679,8456.802
"|>","In",115,,"ug/L",,346229.582
"| ","Sb",123,0.965639,"ug/L",2.412,4550.460
"|-","Ba",137,20.363302,"ug/L",0.316,70261.083
"|-","Tl",205,5.048372,"ug/L",1.824,157819.572
"| ","Pb",208,5.012387,"ug/L",0.087,217578.191
"|>","Bi",209,,"ug/L",,467402.372
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-BLK1"
"Sample Date/Time:","Tuesday, December 05, 2023 11:56:00"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,621265.184
"| ","Be",9,0.008675,"ug/L",28.287,11.667
"|-","Al",27,-1.377836,"ug/L",18.371,16375.852
"|-","V",51,-1.282588,"ug/L",5.711,-14974.064
"| ","Cr",52,0.325245,"ug/L",15.820,8133.977
"| ","Mn",55,0.035102,"ug/L",22.032,1221.082
"| ","Fe",57,-0.652356,"ug/L",70.534,2863.118
"| ","Co",59,-0.000871,"ug/L",521.839,93.667
"| ","Ni",60,-2.884918,"ug/L",0.867,1626.812
"| ","Cu",63,0.382887,"ug/L",4.216,1566.468
"| ","Zn",66,0.783896,"ug/L",2.878,1039.393
"| ","As",75,-0.647970,"ug/L",29.752,-1048.370
"| ","Se",82,0.018692,"ug/L",942.041,9.059
"|>","Ge",74,,"ug/L",,250446.176
"|-","Mo",97,0.011710,"ug/L",63.831,87.124
"|-","Ag",107,0.003789,"ug/L",49.892,42.333
"| ","Cd",111,-0.005145,"ug/L",147.207,42.046
"|>","In",115,,"ug/L",,319247.105
"| ","Sb",123,0.124306,"ug/L",19.311,650.017
"|-","Ba",137,0.014992,"ug/L",43.648,121.500
"|-","Tl",205,-0.023872,"ug/L",3.568,170.668
"| ","Pb",208,0.015496,"ug/L",9.968,1079.025
"|>","Bi",209,,"ug/L",,447958.596
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-BS1"
"Sample Date/Time:","Tuesday, December 05, 2023 11:59:20"
"Sample Description:","10X"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,620248.097
"| ","Be",9,56.965381,"ug/L",1.496,34494.657
"|-","Al",27,127.187928,"ug/L",1.157,883534.074
"|-","V",51,56.050599,"ug/L",0.839,474079.545
"| ","Cr",52,55.476960,"ug/L",0.967,428845.214
"| ","Mn",55,55.823276,"ug/L",1.349,767793.898
"| ","Fe",57,453.382123,"ug/L",1.209,125818.386
"| ","Co",59,55.867568,"ug/L",0.298,511827.547
"| ","Ni",60,53.749742,"ug/L",0.939,104078.732
"| ","Cu",63,112.448193,"ug/L",0.400,427516.014
"| ","Zn",66,116.271375,"ug/L",0.203,124695.069
"| ","As",75,57.904143,"ug/L",0.150,61058.485
"| ","Se",82,55.782710,"ug/L",0.624,7137.122
"|>","Ge",74,,"ug/L",,262797.665
"|-","Mo",97,54.273239,"ug/L",0.324,81780.903
"|-","Ag",107,53.254796,"ug/L",1.163,392535.928
"| ","Cd",111,57.018392,"ug/L",1.045,92301.226
"|>","In",115,,"ug/L",,330979.351
"| ","Sb",123,60.931091,"ug/L",1.921,266330.413
"|-","Ba",137,57.377930,"ug/L",0.398,189114.602
"|-","Tl",205,56.096545,"ug/L",0.106,1684189.793
"| ","Pb",208,55.428260,"ug/L",0.477,2318555.372
"|>","Bi",209,,"ug/L",,451271.991
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-BSD1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:02:48"
"Sample Description:","10X"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,624782.463
"| ","Be",9,52.944041,"ug/L",0.134,32295.934
"|-","Al",27,65.321223,"ug/L",0.749,469636.006
"|-","V",51,51.696172,"ug/L",0.399,438983.230
"| ","Cr",52,50.784162,"ug/L",0.326,394984.159
"| ","Mn",55,50.931952,"ug/L",1.275,703948.701
"| ","Fe",57,414.222249,"ug/L",0.294,115781.978
"| ","Co",59,51.624299,"ug/L",0.814,475213.547
"| ","Ni",60,49.520514,"ug/L",1.228,96894.978
"| ","Cu",63,104.616401,"ug/L",0.883,399648.628
"| ","Zn",66,108.280996,"ug/L",0.649,116697.240
"| ","As",75,53.704755,"ug/L",0.130,56870.452
"| ","Se",82,51.233292,"ug/L",1.314,6587.443
"|>","Ge",74,,"ug/L",,264053.592
"|-","Mo",97,49.926354,"ug/L",1.525,75589.781
"|-","Ag",107,49.824631,"ug/L",1.784,366832.216
"| ","Cd",111,53.001428,"ug/L",0.425,85715.224
"|>","In",115,,"ug/L",,330618.918
"| ","Sb",123,56.572793,"ug/L",1.413,247029.427
"|-","Ba",137,53.139100,"ug/L",0.655,174956.715
"|-","Tl",205,51.756357,"ug/L",0.249,1559938.117
"| ","Pb",208,51.137802,"ug/L",0.589,2147337.876
"|>","Bi",209,,"ug/L",,453013.766
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-MS1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:06:06"
"Sample Description:","10X"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,625403.070
"| ","Be",9,51.659920,"ug/L",0.105,31544.310
"|-","Al",27,55.799511,"ug/L",0.788,405334.573
"|-","V",51,49.585668,"ug/L",0.332,421397.963
"| ","Cr",52,48.537050,"ug/L",0.635,378242.100
"| ","Mn",55,111.437454,"ug/L",0.910,1541239.743
"| ","Fe",57,640.423552,"ug/L",1.138,177480.436
"| ","Co",59,49.262495,"ug/L",0.598,454049.620
"| ","Ni",60,47.036370,"ug/L",0.605,92501.563
"| ","Cu",63,98.337753,"ug/L",0.567,376150.874
"| ","Zn",66,103.490694,"ug/L",0.275,111685.869
"| ","As",75,51.820427,"ug/L",1.326,54928.819
"| ","Se",82,50.411032,"ug/L",0.867,6489.705
"|>","Ge",74,,"ug/L",,264381.227
"|-","Mo",97,48.309161,"ug/L",0.933,73237.523
"|-","Ag",107,46.457286,"ug/L",1.753,340983.997
"| ","Cd",111,50.961436,"ug/L",2.495,82145.924
"|>","In",115,,"ug/L",,329593.872
"| ","Sb",123,54.980013,"ug/L",1.765,239325.820
"|-","Ba",137,53.955580,"ug/L",1.267,177080.998
"|-","Tl",205,50.120028,"ug/L",0.200,1503054.553
"| ","Pb",208,49.070045,"ug/L",1.243,2050279.563
"|>","Bi",209,,"ug/L",,450736.687
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-PS1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:09:25"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,611072.307
"| ","Be",9,22.402939,"ug/L",1.655,13370.495
"|-","Al",27,243.546373,"ug/L",1.150,1643680.881
"|-","V",51,21.789614,"ug/L",0.686,173972.922
"| ","Cr",52,21.756275,"ug/L",0.940,164826.537
"| ","Mn",55,555.717516,"ug/L",0.991,7323636.409
"| ","Fe",57,2451.262367,"ug/L",0.709,638967.465
"| ","Co",59,23.157742,"ug/L",0.821,203529.236
"| ","Ni",60,21.042780,"ug/L",1.771,43117.690
"| ","Cu",63,43.036449,"ug/L",0.729,157036.525
"| ","Zn",66,45.819704,"ug/L",0.591,47274.278
"| ","As",75,22.577316,"ug/L",0.530,22589.626
"| ","Se",82,9.507073,"ug/L",3.383,1172.414
"|>","Ge",74,,"ug/L",,252035.704
"|-","Mo",97,9.236748,"ug/L",0.257,13406.524
"|-","Ag",107,3.980037,"ug/L",0.380,28088.995
"| ","Cd",111,22.061139,"ug/L",0.859,34206.259
"|>","In",115,,"ug/L",,316719.670
"| ","Sb",123,4.547656,"ug/L",2.549,19138.374
"|-","Ba",137,111.813912,"ug/L",0.887,352594.867
"|-","Tl",205,22.078879,"ug/L",1.218,617769.582
"| ","Pb",208,22.059314,"ug/L",1.009,859522.802
"|>","Bi",209,,"ug/L",,420248.511
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-SRL1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:12:43"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,623403.068
"| ","Be",9,0.006444,"ug/L",91.442,10.333
"|-","Al",27,6.078537,"ug/L",1.240,66982.894
"|-","V",51,-0.399364,"ug/L",28.808,-8205.852
"| ","Cr",52,0.213139,"ug/L",16.571,7718.610
"| ","Mn",55,133.903044,"ug/L",1.598,1850392.885
"| ","Fe",57,511.850054,"ug/L",1.545,142390.879
"| ","Co",59,0.498829,"ug/L",0.661,4700.548
"| ","Ni",60,-2.040205,"ug/L",2.357,3250.915
"| ","Cu",63,0.303858,"ug/L",4.791,1350.100
"| ","Zn",66,0.420346,"ug/L",9.024,705.027
"| ","As",75,-0.083308,"ug/L",58.697,-504.093
"| ","Se",82,0.064571,"ug/L",71.121,15.374
"|>","Ge",74,,"ug/L",,264205.540
"|-","Mo",97,0.196291,"ug/L",7.711,371.135
"|-","Ag",107,0.003788,"ug/L",22.009,43.667
"| ","Cd",111,-0.001423,"ug/L",233.199,49.312
"|>","In",115,,"ug/L",,329119.591
"| ","Sb",123,0.148935,"ug/L",6.861,776.703
"|-","Ba",137,5.794845,"ug/L",2.317,19056.975
"|-","Tl",205,-0.013475,"ug/L",5.150,474.012
"| ","Pb",208,0.041997,"ug/L",1.602,2150.434
"|>","Bi",209,,"ug/L",,442024.566
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-DUP1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:16:02"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,607144.712
"| ","Be",9,0.011938,"ug/L",8.867,13.333
"|-","Al",27,28.614176,"ug/L",0.914,214035.173
"|-","V",51,-0.071121,"ug/L",313.829,-5149.867
"| ","Cr",52,0.758513,"ug/L",4.161,11388.133
"| ","Mn",55,663.771252,"ug/L",0.679,8775127.825
"| ","Fe",57,2512.044162,"ug/L",0.369,656819.269
"| ","Co",59,2.443419,"ug/L",2.197,21631.040
"| ","Ni",60,0.318877,"ug/L",31.696,7212.861
"| ","Cu",63,1.401544,"ug/L",0.198,5305.548
"| ","Zn",66,2.106947,"ug/L",1.227,2411.653
"| ","As",75,0.119391,"ug/L",285.900,-273.261
"| ","Se",82,0.311479,"ug/L",42.165,44.973
"|>","Ge",74,,"ug/L",,252827.952
"|-","Mo",97,0.527247,"ug/L",3.213,834.646
"|-","Ag",107,0.007378,"ug/L",44.732,66.667
"| ","Cd",111,0.014014,"ug/L",30.932,70.599
"|>","In",115,,"ug/L",,313230.250
"| ","Sb",123,0.200508,"ug/L",3.645,952.720
"|-","Ba",137,28.981589,"ug/L",1.076,90434.403
"|-","Tl",205,0.005096,"ug/L",50.901,955.050
"| ","Pb",208,0.196517,"ug/L",1.347,7940.366
"|>","Bi",209,,"ug/L",,413883.851
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-01"
"Sample Date/Time:","Tuesday, December 05, 2023 12:19:20"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,604291.952
"| ","Be",9,0.021044,"ug/L",99.897,18.667
"|-","Al",27,31.452084,"ug/L",1.629,231667.159
"|-","V",51,0.150883,"ug/L",96.014,-3352.075
"| ","Cr",52,0.787080,"ug/L",4.171,11670.823
"| ","Mn",55,668.806930,"ug/L",0.784,8898289.456
"| ","Fe",57,2528.571375,"ug/L",0.441,665325.338
"| ","Co",59,2.459034,"ug/L",0.870,21911.044
"| ","Ni",60,0.226277,"ug/L",15.535,7097.770
"| ","Cu",63,1.459151,"ug/L",2.739,5551.028
"| ","Zn",66,2.297899,"ug/L",3.229,2625.046
"| ","As",75,0.104677,"ug/L",249.493,-292.154
"| ","Se",82,0.386582,"ug/L",20.553,54.630
"|>","Ge",74,,"ug/L",,254436.482
"|-","Mo",97,0.542403,"ug/L",4.049,862.054
"|-","Ag",107,0.011226,"ug/L",91.444,94.667
"| ","Cd",111,0.033106,"ug/L",77.487,101.082
"|>","In",115,,"ug/L",,316989.520
"| ","Sb",123,0.186881,"ug/L",8.232,907.278
"|-","Ba",137,28.994910,"ug/L",0.537,91565.619
"|-","Tl",205,0.007034,"ug/L",142.770,1010.392
"| ","Pb",208,0.238552,"ug/L",4.304,9569.645
"|>","Bi",209,,"ug/L",,414594.855
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-02"
"Sample Date/Time:","Tuesday, December 05, 2023 12:22:39"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,585090.100
"| ","Be",9,0.006379,"ug/L",136.127,9.667
"|-","Al",27,-0.165025,"ug/L",29.428,23137.077
"|-","V",51,-1.573721,"ug/L",16.229,-16737.282
"| ","Cr",52,0.884046,"ug/L",10.290,11772.624
"| ","Mn",55,330.714582,"ug/L",0.702,4185277.460
"| ","Fe",57,313.253496,"ug/L",2.373,80990.588
"| ","Co",59,0.551209,"ug/L",0.525,4747.239
"| ","Ni",60,23.923154,"ug/L",1.504,46203.169
"| ","Cu",63,52.960045,"ug/L",0.552,185514.735
"| ","Zn",66,2431.704467,"ug/L",0.815,2396913.441
"| ","As",75,-0.746891,"ug/L",47.314,-1114.582
"| ","Se",82,0.328505,"ug/L",52.617,45.382
"|>","Ge",74,,"ug/L",,242017.115
"|-","Mo",97,0.204023,"ug/L",6.152,350.595
"|-","Ag",107,0.007142,"ug/L",16.474,62.000
"| ","Cd",111,2.471549,"ug/L",2.010,3659.719
"|>","In",115,,"ug/L",,298970.007
"| ","Sb",123,1.259190,"ug/L",2.611,5086.556
"|-","Ba",137,57.096187,"ug/L",0.783,169976.724
"|-","Tl",205,0.038795,"ug/L",2.913,1675.154
"| ","Pb",208,14.840181,"ug/L",0.373,506889.946
"|>","Bi",209,,"ug/L",,368302.982
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-03"
"Sample Date/Time:","Tuesday, December 05, 2023 12:25:57"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,583048.868
"| ","Be",9,0.038087,"ug/L",21.783,27.667
"|-","Al",27,20.083049,"ug/L",3.557,151377.674
"|-","V",51,-1.238748,"ug/L",37.544,-14471.781
"| ","Cr",52,1.440763,"ug/L",2.302,16068.859
"| ","Mn",55,3463.766671,"ug/L",0.273,44893909.331
"| ","Fe",57,5849.664707,"ug/L",0.595,1495599.270
"| ","Co",59,3.383338,"ug/L",0.550,29331.914
"| ","Ni",60,3.391850,"ug/L",3.369,12313.002
"| ","Cu",63,2.926058,"ug/L",1.214,10666.254
"| ","Zn",66,7.451985,"ug/L",2.843,7760.980
"| ","As",75,-0.929579,"ug/L",19.203,-1321.207
"| ","Se",82,0.632509,"ug/L",4.787,82.872
"|>","Ge",74,,"ug/L",,247879.064
"|-","Mo",97,0.072178,"ug/L",17.514,172.097
"|-","Ag",107,0.007749,"ug/L",24.655,67.667
"| ","Cd",111,0.077124,"ug/L",6.893,163.484
"|>","In",115,,"ug/L",,306320.107
"| ","Sb",123,0.143064,"ug/L",12.188,698.966
"|-","Ba",137,107.559006,"ug/L",2.210,327979.831
