"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 01, 2023 09:42:48"
"Sample Description:"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,710409.065
"| ","Be",9,53.112317,"ug/L",1.113,41441.576
"|-","Al",27,528.725617,"ug/L",1.032,4351202.824
"|-","V",51,52.961494,"ug/L",0.428,518953.907
"| ","Cr",52,52.203922,"ug/L",1.180,470230.536
"| ","Mn",55,52.561211,"ug/L",0.783,849036.685
"| ","Fe",57,1070.965699,"ug/L",0.438,346641.520
"| ","Co",59,53.456616,"ug/L",0.472,578927.517
"| ","Ni",60,53.342748,"ug/L",1.066,118722.906
"| ","Cu",63,106.934588,"ug/L",1.109,498889.669
"| ","Zn",66,110.710232,"ug/L",0.592,171397.710
"| ","As",75,52.925964,"ug/L",0.590,74887.220
"| ","Se",82,21.164142,"ug/L",1.122,3992.546
"|>","Ge",74,,"ug/L",,321979.819
"|-","Mo",97,19.851103,"ug/L",2.355,34235.843
"|-","Ag",107,10.719878,"ug/L",1.020,90799.885
"| ","Cd",111,54.237302,"ug/L",0.536,111850.936
"|>","In",115,,"ug/L",,393468.280
"| ","Sb",123,8.995862,"ug/L",3.115,44013.817
"|-","Ba",137,207.108694,"ug/L",0.471,786230.912
"|-","Tl",205,51.564937,"ug/L",0.151,1654605.255
"| ","Pb",208,52.173433,"ug/L",0.218,2317572.482
"|>","Bi",209,,"ug/L",,498054.557
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFA@2308570"
"Sample Date/Time:","Friday, December 01, 2023 11:03:56"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,696011.145
"| ","Be",9,-0.002645,"ug/L",72.421,16.333
"|-","Al",27,5158.272426,"ug/L",0.024,41468556.662
"|-","V",51,-0.589633,"ug/L",11.129,-11451.891
"| ","Cr",52,0.071012,"ug/L",20.642,8313.467
"| ","Mn",55,0.065286,"ug/L",2.750,1684.489
"| ","Fe",57,5202.407237,"ug/L",1.539,1589855.786
"| ","Co",59,0.060290,"ug/L",4.614,669.025
"| ","Ni",60,-0.007348,"ug/L",443.760,616.354
"| ","Cu",63,0.141266,"ug/L",5.633,756.032
"| ","Zn",66,0.261325,"ug/L",5.495,702.027
"| ","As",75,0.082074,"ug/L",236.276,-391.756
"| ","Se",82,0.122112,"ug/L",16.691,30.687
"|>","Ge",74,,"ug/L",,306528.792
"|-","Mo",97,105.394485,"ug/L",0.306,172905.594
"|-","Ag",107,0.005873,"ug/L",7.086,66.334
"| ","Cd",111,-0.031189,"ug/L",18.003,-7.507
"|>","In",115,,"ug/L",,374897.927
"| ","Sb",123,0.202632,"ug/L",31.916,1039.936
"|-","Ba",137,0.057623,"ug/L",9.906,279.728
"|-","Tl",205,0.005934,"ug/L",9.167,297.005
"| ","Pb",208,0.044753,"ug/L",1.383,2151.766
"|>","Bi",209,,"ug/L",,463882.785
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFB@2308571"
"Sample Date/Time:","Friday, December 01, 2023 11:14:18"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,699613.515
"| ","Be",9,-0.004484,"ug/L",126.803,15.000
"|-","Al",27,5380.208292,"ug/L",1.332,43476791.998
"|-","V",51,88.236622,"ug/L",0.891,818490.921
"| ","Cr",52,86.144423,"ug/L",0.439,726128.773
"| ","Mn",55,88.251702,"ug/L",1.268,1342600.857
"| ","Fe",57,5550.009828,"ug/L",1.119,1678285.962
"| ","Co",59,87.963862,"ug/L",1.785,897429.111
"| ","Ni",60,85.744272,"ug/L",0.418,179428.893
"| ","Cu",63,84.775645,"ug/L",0.773,372679.285
"| ","Zn",66,40.384785,"ug/L",0.547,59110.926
"| ","As",75,42.853263,"ug/L",0.292,57036.203
"| ","Se",82,39.401036,"ug/L",0.381,6995.780
"|>","Ge",74,,"ug/L",,303370.892
"|-","Mo",97,114.479961,"ug/L",0.776,185861.036
"|-","Ag",107,20.978726,"ug/L",0.415,171208.720
"| ","Cd",111,42.707031,"ug/L",0.285,84878.078
"|>","In",115,,"ug/L",,379136.243
"| ","Sb",123,0.136335,"ug/L",13.764,739.030
"|-","Ba",137,0.070577,"ug/L",7.002,330.347
"|-","Tl",205,0.002869,"ug/L",11.912,206.669
"| ","Pb",208,0.046908,"ug/L",3.271,2253.444
"|>","Bi",209,,"ug/L",,466460.595
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV"
"Sample Date/Time:","Friday, December 01, 2023 11:19:24"
"Sample Description:","Sb 1"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,718611.251
"| ","Be",9,4.422997,"ug/L",2.070,3509.011
"|-","Al",27,50.168488,"ug/L",1.295,430943.099
"|-","V",51,4.926087,"ug/L",2.191,40332.837
"| ","Cr",52,5.411827,"ug/L",0.230,52963.503
"| ","Mn",55,5.408956,"ug/L",0.661,83227.611
"| ","Fe",57,108.536210,"ug/L",1.874,36270.887
"| ","Co",59,5.422823,"ug/L",0.709,55576.714
"| ","Ni",60,5.020135,"ug/L",0.953,11133.814
"| ","Cu",63,10.490952,"ug/L",1.455,46395.433
"| ","Zn",66,9.080044,"ug/L",1.638,13581.472
"| ","As",75,4.774768,"ug/L",2.810,5932.031
"| ","Se",82,1.840419,"ug/L",7.900,336.377
"|>","Ge",74,,"ug/L",,304459.674
"|-","Mo",97,2.556199,"ug/L",2.829,4195.352
"|-","Ag",107,0.985322,"ug/L",0.646,8331.483
"| ","Cd",111,4.752252,"ug/L",1.620,9812.580
"|>","In",115,,"ug/L",,391935.263
"| ","Sb",123,0.989364,"ug/L",3.007,4910.613
"|-","Ba",137,20.662277,"ug/L",0.757,78198.108
"|-","Tl",205,5.308157,"ug/L",1.026,169480.908
"| ","Pb",208,5.298268,"ug/L",0.561,234325.003
"|>","Bi",209,,"ug/L",,495296.207
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-ICV"
"Sample Date/Time:","Friday, December 01, 2023 11:22:42"
"Sample Description:","Sb 40"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,675352.738
"| ","Be",9,-0.010985,"ug/L",25.049,9.667
"|-","Al",27,-0.129448,"ug/L",12.162,12813.692
"|-","V",51,-0.257787,"ug/L",35.132,-8220.910
"| ","Cr",52,-0.034969,"ug/L",35.629,7327.619
"| ","Mn",55,-0.007114,"ug/L",12.184,564.684
"| ","Fe",57,-0.975523,"ug/L",14.928,3084.857
"| ","Co",59,0.001465,"ug/L",50.633,62.000
"| ","Ni",60,-0.187459,"ug/L",0.711,234.336
"| ","Cu",63,0.002381,"ug/L",98.866,137.334
"| ","Zn",66,-0.014880,"ug/L",84.334,292.005
"| ","As",75,-0.027069,"ug/L",579.054,-534.380
"| ","Se",82,-0.022382,"ug/L",153.534,4.695
"|>","Ge",74,,"ug/L",,302688.401
"|-","Mo",97,0.141936,"ug/L",15.950,261.200
"|-","Ag",107,0.000800,"ug/L",35.010,25.667
"| ","Cd",111,-0.005430,"ug/L",36.603,43.456
"|>","In",115,,"ug/L",,378703.723
"| ","Sb",123,31.192514,"ug/L",4.248,146644.213
"|-","Ba",137,0.011878,"ug/L",9.223,115.547
"|-","Tl",205,0.000268,"ug/L",123.021,132.334
"| ","Pb",208,0.003521,"ug/L",25.729,461.671
"|>","Bi",209,,"ug/L",,480079.764
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 01, 2023 12:33:39"
"Sample Description:"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,632586.978
"| ","Be",9,-0.012045,"ug/L",59.365,8.333
"|-","Al",27,2.633601,"ug/L",1.629,32181.527
"|-","V",51,-0.429960,"ug/L",48.145,-9166.007
"| ","Cr",52,0.156286,"ug/L",16.747,8330.484
"| ","Mn",55,0.012452,"ug/L",6.022,804.702
"| ","Fe",57,0.509612,"ug/L",40.161,3298.932
"| ","Co",59,-0.000693,"ug/L",74.690,37.333
"| ","Ni",60,-0.188772,"ug/L",5.439,216.336
"| ","Cu",63,0.025014,"ug/L",8.758,221.003
"| ","Zn",66,0.056528,"ug/L",16.829,369.674
"| ","As",75,-0.107751,"ug/L",210.562,-598.478
"| ","Se",82,0.043836,"ug/L",96.435,15.382
"|>","Ge",74,,"ug/L",,282691.500
"|-","Mo",97,0.178101,"ug/L",21.399,298.644
"|-","Ag",107,0.000686,"ug/L",52.562,23.667
"| ","Cd",111,-0.006844,"ug/L",24.035,38.870
"|>","In",115,,"ug/L",,362260.982
"| ","Sb",123,0.423800,"ug/L",33.898,2000.245
"|-","Ba",137,0.009997,"ug/L",35.111,103.905
"|-","Tl",205,0.000726,"ug/L",73.860,137.668
"| ","Pb",208,0.005591,"ug/L",12.713,517.673
"|>","Bi",209,,"ug/L",,451607.909
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 01, 2023 12:36:57"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,591690.798
"| ","Be",9,54.370076,"ug/L",1.108,35333.536
"|-","Al",27,548.114690,"ug/L",1.943,3756180.682
"|-","V",51,51.681536,"ug/L",1.231,453267.464
"| ","Cr",52,51.512438,"ug/L",1.929,415499.434
"| ","Mn",55,51.907031,"ug/L",1.055,750714.064
"| ","Fe",57,1046.929314,"ug/L",0.879,303473.347
"| ","Co",59,52.989447,"ug/L",1.045,513799.472
"| ","Ni",60,52.547559,"ug/L",0.586,104725.105
"| ","Cu",63,106.604562,"ug/L",0.747,445307.212
"| ","Zn",66,111.535079,"ug/L",0.854,154598.123
"| ","As",75,53.743940,"ug/L",0.899,68092.217
"| ","Se",82,21.465423,"ug/L",3.635,3624.724
"|>","Ge",74,,"ug/L",,288296.868
"|-","Mo",97,19.728068,"ug/L",2.752,30457.478
"|-","Ag",107,10.827589,"ug/L",1.012,81826.609
"| ","Cd",111,54.895382,"ug/L",0.635,101010.525
"|>","In",115,,"ug/L",,351072.830
"| ","Sb",123,9.400817,"ug/L",3.509,41029.511
"|-","Ba",137,211.247722,"ug/L",0.796,715504.197
"|-","Tl",205,52.439132,"ug/L",1.003,1492583.529
"| ","Pb",208,52.686330,"ug/L",0.133,2076039.234
"|>","Bi",209,,"ug/L",,441809.075
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 01, 2023 12:40:15"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,599274.761
"| ","Be",9,-0.007298,"ug/L",20.299,11.000
"|-","Al",27,0.335473,"ug/L",11.822,14584.691
"|-","V",51,-0.305731,"ug/L",74.921,-8080.567
"| ","Cr",52,0.061824,"ug/L",6.887,7585.497
"| ","Mn",55,0.005306,"ug/L",47.473,702.361
"| ","Fe",57,0.207881,"ug/L",121.104,3209.567
"| ","Co",59,0.003701,"ug/L",61.501,79.000
"| ","Ni",60,-0.184305,"ug/L",1.117,224.669
"| ","Cu",63,0.016631,"ug/L",27.308,186.335
"| ","Zn",66,-0.027446,"ug/L",57.945,255.337
"| ","As",75,-0.091394,"ug/L",58.672,-578.951
"| ","Se",82,0.151311,"ug/L",22.988,33.054
"|>","Ge",74,,"ug/L",,282303.938
"|-","Mo",97,0.381554,"ug/L",1.727,605.513
"|-","Ag",107,0.001305,"ug/L",78.754,28.000
"| ","Cd",111,-0.000371,"ug/L",458.657,50.288
"|>","In",115,,"ug/L",,356222.591
"| ","Sb",123,0.590673,"ug/L",6.095,2701.004
"|-","Ba",137,0.017249,"ug/L",42.325,127.270
"|-","Tl",205,0.010028,"ug/L",22.145,396.675
"| ","Pb",208,0.008473,"ug/L",31.704,615.675
"|>","Bi",209,,"ug/L",,438664.825
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 01, 2023 13:37:35"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,571370.335
"| ","Be",9,54.226360,"ug/L",1.449,34033.606
"|-","Al",27,556.911003,"ug/L",1.276,3685980.929
"|-","V",51,51.899534,"ug/L",0.617,455695.195
"| ","Cr",52,51.409118,"ug/L",0.620,415140.388
"| ","Mn",55,51.853076,"ug/L",0.145,750724.895
"| ","Fe",57,1042.928418,"ug/L",0.792,302636.216
"| ","Co",59,52.853740,"ug/L",0.772,513009.632
"| ","Ni",60,52.086386,"ug/L",1.060,103912.173
"| ","Cu",63,106.072137,"ug/L",0.947,443524.728
"| ","Zn",66,111.601270,"ug/L",0.666,154848.340
"| ","As",75,53.338686,"ug/L",0.487,67646.571
"| ","Se",82,21.015581,"ug/L",1.503,3553.429
"|>","Ge",74,,"ug/L",,288581.314
"|-","Mo",97,19.864133,"ug/L",1.905,30706.473
"|-","Ag",107,10.852987,"ug/L",0.783,81994.459
"| ","Cd",111,54.540634,"ug/L",1.256,100316.623
"|>","In",115,,"ug/L",,350972.796
"| ","Sb",123,9.314924,"ug/L",2.276,40658.860
"|-","Ba",137,210.125486,"ug/L",0.979,711474.804
"|-","Tl",205,51.822313,"ug/L",0.260,1487245.425
"| ","Pb",208,52.138221,"ug/L",0.725,2071413.101
"|>","Bi",209,,"ug/L",,445457.661
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 01, 2023 13:41:56"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,600799.024
"| ","Be",9,-0.003756,"ug/L",75.196,13.333
"|-","Al",27,0.452151,"ug/L",8.928,15429.082
"|-","V",51,-0.476004,"ug/L",8.869,-9612.604
"| ","Cr",52,0.050148,"ug/L",8.171,7533.454
"| ","Mn",55,0.001868,"ug/L",158.842,656.690
"| ","Fe",57,0.029133,"ug/L",2643.840,3173.221
"| ","Co",59,0.002272,"ug/L",54.099,65.667
"| ","Ni",60,-0.199691,"ug/L",3.276,195.669
"| ","Cu",63,0.012945,"ug/L",27.521,172.002
"| ","Zn",66,-0.012803,"ug/L",130.414,276.338
"| ","As",75,-0.119285,"ug/L",126.294,-619.436
"| ","Se",82,0.136502,"ug/L",26.996,30.710
"|>","Ge",74,,"ug/L",,283768.848
"|-","Mo",97,0.290684,"ug/L",3.108,470.651
"|-","Ag",107,0.001422,"ug/L",31.107,29.333
"| ","Cd",111,-0.001034,"ug/L",549.567,49.762
"|>","In",115,,"ug/L",,361789.607
"| ","Sb",123,0.357171,"ug/L",9.197,1696.027
"|-","Ba",137,0.011548,"ug/L",15.679,109.242
"|-","Tl",205,0.004651,"ug/L",12.724,251.670
"| ","Pb",208,0.004669,"ug/L",33.302,479.672
"|>","Bi",209,,"ug/L",,451341.244
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359409-BLK1"
"Sample Date/Time:","Friday, December 01, 2023 13:47:01"
"Sample Description:","5X PS"
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,667881.970
"| ","Be",9,-0.002187,"ug/L",69.690,16.000
"|-","Al",27,0.976550,"ug/L",1.557,21201.028
"|-","V",51,-1.118249,"ug/L",5.497,-15096.498
"| ","Cr",52,0.493552,"ug/L",4.831,10897.529
"| ","Mn",55,0.054476,"ug/L",6.249,1393.107
"| ","Fe",57,2.050365,"ug/L",11.895,3714.092
"| ","Co",59,0.009445,"ug/L",18.023,133.001
"| ","Ni",60,-0.142472,"ug/L",6.463,304.672
"| ","Cu",63,0.033149,"ug/L",5.176,253.004
"| ","Zn",66,-0.009558,"ug/L",353.690,278.338
"| ","As",75,-0.257684,"ug/L",118.136,-783.077
"| ","Se",82,0.004051,"ug/L",640.651,8.752
"|>","Ge",74,,"ug/L",,281313.504
"|-","Mo",97,0.157277,"ug/L",22.567,265.830
"|-","Ag",107,0.004119,"ug/L",25.744,54.000
"| ","Cd",111,-0.007237,"ug/L",32.267,40.834
"|>","In",115,,"ug/L",,387995.607
"| ","Sb",123,0.245137,"ug/L",6.247,1279.403
"|-","Ba",137,0.019831,"ug/L",9.772,148.160
"|-","Tl",205,0.006506,"ug/L",15.496,315.672
"| ","Pb",208,0.010710,"ug/L",15.100,747.012
"|>","Bi",209,,"ug/L",,465865.360
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359409-BS1"
"Sample Date/Time:","Friday, December 01, 2023 13:50:18"
"Sample Description:","20X PS"
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,638305.554
"| ","Be",9,71.048203,"ug/L",0.566,49808.416
"|-","Al",27,4290.214891,"ug/L",0.585,31633342.892
"|-","V",51,67.072159,"ug/L",1.463,568165.349
"| ","Cr",52,134.653245,"ug/L",0.805,1034901.410
"| ","Mn",55,235.958672,"ug/L",1.470,3284590.809
"| ","Fe",57,4535.054062,"ug/L",1.107,1255772.865
"| ","Co",59,97.701941,"ug/L",0.998,912399.464
"| ","Ni",60,62.174350,"ug/L",1.933,119230.534
"| ","Cu",63,68.849250,"ug/L",1.051,277034.919
"| ","Zn",66,175.079316,"ug/L",0.304,233574.609
"| ","As",75,92.327188,"ug/L",1.001,112993.287
"| ","Se",82,43.909092,"ug/L",0.840,7134.794
"|>","Ge",74,,"ug/L",,277664.352
"|-","Mo",97,32.209285,"ug/L",1.862,47883.310
"|-","Ag",107,25.528398,"ug/L",1.479,201001.868
"| ","Cd",111,54.674909,"ug/L",2.011,104822.921
"|>","In",115,,"ug/L",,365825.505
"| ","Sb",123,64.983118,"ug/L",0.474,295046.935
"|-","Ba",137,197.903643,"ug/L",1.964,698459.829
"|-","Tl",205,102.353663,"ug/L",0.712,2956333.743
"| ","Pb",208,85.420999,"ug/L",0.381,3415509.501
"|>","Bi",209,,"ug/L",,448336.312
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359409-BSD1"
"Sample Date/Time:","Friday, December 01, 2023 13:53:36"
"Sample Description:","20X PS"
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,642377.119
"| ","Be",9,70.163215,"ug/L",1.032,49500.744
"|-","Al",27,3953.158503,"ug/L",1.752,29333229.798
"|-","V",51,64.620653,"ug/L",1.440,548214.336
"| ","Cr",52,132.152879,"ug/L",0.633,1017683.910
"| ","Mn",55,234.301092,"ug/L",1.414,3267605.798
"| ","Fe",57,4214.768642,"ug/L",1.034,1169469.124
"| ","Co",59,94.344070,"ug/L",1.023,882683.428
"| ","Ni",60,59.973800,"ug/L",1.264,115248.642
"| ","Cu",63,66.540714,"ug/L",0.903,268245.470
"| ","Zn",66,168.011555,"ug/L",0.941,224566.580
"| ","As",75,87.176999,"ug/L",1.013,106863.724
"| ","Se",82,42.514869,"ug/L",2.470,6920.952
"|>","Ge",74,,"ug/L",,278171.816
"|-","Mo",97,30.732407,"ug/L",1.181,45772.751
"|-","Ag",107,24.590789,"ug/L",0.122,191842.988
"| ","Cd",111,52.105066,"ug/L",0.640,98980.378
"|>","In",115,,"ug/L",,362433.732
"| ","Sb",123,65.817133,"ug/L",0.397,296052.520
"|-","Ba",137,206.945043,"ug/L",0.850,723599.410
"|-","Tl",205,97.730188,"ug/L",0.895,2841025.127
"| ","Pb",208,81.836722,"ug/L",0.154,3293240.322
"|>","Bi",209,,"ug/L",,451219.688
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359409-MS1"
"Sample Date/Time:","Friday, December 01, 2023 13:56:54"
"Sample Description:","20X PS"
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,623936.615
"| ","Be",9,22.024665,"ug/L",1.971,15100.867
"|-","Al",27,26.948031,"ug/L",1.250,206875.550
"|-","V",51,26.743429,"ug/L",0.285,221418.003
"| ","Cr",52,27.421316,"ug/L",0.400,214448.623
"| ","Mn",55,27.510525,"ug/L",1.343,380238.384
"| ","Fe",57,224.021460,"ug/L",0.750,64422.162
"| ","Co",59,27.440629,"ug/L",0.340,254089.657
"| ","Ni",60,26.306256,"ug/L",0.616,50344.707
"| ","Cu",63,52.917104,"ug/L",0.266,211124.630
"| ","Zn",66,43.764483,"ug/L",0.261,58097.401
"| ","As",75,24.013566,"ug/L",0.777,28799.363
"| ","Se",82,21.174819,"ug/L",0.218,3415.020
"|>","Ge",74,,"ug/L",,275264.753
"|-","Mo",97,28.019598,"ug/L",0.292,41298.652
"|-","Ag",107,25.554390,"ug/L",2.112,199288.032
"| ","Cd",111,23.742895,"ug/L",1.659,45120.390
"|>","In",115,,"ug/L",,362426.119
"| ","Sb",123,28.308182,"ug/L",0.966,127366.148
"|-","Ba",137,26.755960,"ug/L",0.426,93618.748
"|-","Tl",205,27.579085,"ug/L",0.663,808632.797
"| ","Pb",208,27.196057,"ug/L",1.110,1103983.529
"|>","Bi",209,,"ug/L",,455049.672
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359409-PS1"
"Sample Date/Time:","Friday, December 01, 2023 14:00:11"
"Sample Description:","OF 20X "
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,632404.345
"| ","Be",9,3.410599,"ug/L",0.419,2384.646
"|-","Al",27,44.067950,"ug/L",1.050,334681.252
"|-","V",51,4.469486,"ug/L",4.598,31986.921
"| ","Cr",52,7.675153,"ug/L",0.284,63823.956
"| ","Mn",55,4.775199,"ug/L",0.929,65286.320
"| ","Fe",57,98.081702,"ug/L",0.645,29385.429
"| ","Co",59,4.631219,"ug/L",1.679,42136.139
"| ","Ni",60,4.237378,"ug/L",0.667,8428.907
"| ","Cu",63,8.881922,"ug/L",0.974,34885.502
"| ","Zn",66,6.754514,"ug/L",1.321,9040.495
"| ","As",75,3.409270,"ug/L",2.563,3631.329
"| ","Se",82,1.429927,"ug/L",9.841,233.394
"|>","Ge",74,,"ug/L",,270229.809
"|-","Mo",97,2.139143,"ug/L",1.766,3121.290
"|-","Ag",107,0.823501,"ug/L",2.842,6557.365
"| ","Cd",111,3.710556,"ug/L",0.761,7225.618
"|>","In",115,,"ug/L",,369051.807
"| ","Sb",123,1.056541,"ug/L",4.079,4929.323
"|-","Ba",137,17.684723,"ug/L",2.147,63015.407
"|-","Tl",205,4.677646,"ug/L",1.220,135672.586
"| ","Pb",208,4.601029,"ug/L",0.804,184868.724
"|>","Bi",209,,"ug/L",,449893.170
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359409-SRL1"
"Sample Date/Time:","Friday, December 01, 2023 14:03:29"
"Sample Description:","25X SD"
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
