"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Thursday, December 07, 2023 10:13:56"
"Sample Description:"
"Batch ID:","12/07/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,820482.535
"| ","Be",9,0.450152,"ug/L",0.485,476.679
"|-","Al",27,52.732384,"ug/L",0.361,913948.080
"|-","V",51,11.153406,"ug/L",1.060,189470.272
"| ","Cr",52,5.295503,"ug/L",2.275,116621.410
"| ","Mn",55,5.532789,"ug/L",1.821,160126.455
"| ","Fe",57,54.135561,"ug/L",1.741,42868.853
"| ","Co",59,1.111317,"ug/L",1.982,25674.544
"| ","Ni",60,5.499649,"ug/L",1.370,26929.163
"| ","Cu",63,5.643129,"ug/L",2.167,57509.703
"| ","Zn",66,10.821665,"ug/L",0.595,26513.275
"| ","As",75,1.405834,"ug/L",15.760,1148.978
"| ","Se",82,5.278393,"ug/L",1.759,1412.091
"|>","Ge",74,,"ug/L",,533366.744
"|-","Mo",97,1.267646,"ug/L",2.816,3938.064
"|-","Ag",107,0.225329,"ug/L",1.487,3372.626
"| ","Cd",111,0.226975,"ug/L",5.153,727.233
"|>","In",115,,"ug/L",,587907.173
"| ","Sb",123,1.352595,"ug/L",2.608,10223.366
"|-","Ba",137,11.339399,"ug/L",0.824,67626.114
"|-","Tl",205,0.229138,"ug/L",1.612,10802.082
"| ","Pb",208,0.568126,"ug/L",0.624,36412.653
"|>","Bi",209,,"ug/L",,667336.687
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Thursday, December 07, 2023 11:43:34"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,836797.924
"| ","Be",9,48.985448,"ug/L",0.834,51985.574
"|-","Al",27,496.483111,"ug/L",1.096,8065225.843
"|-","V",51,49.356084,"ug/L",1.060,944187.953
"| ","Cr",52,49.694591,"ug/L",1.068,891458.374
"| ","Mn",55,49.545809,"ug/L",0.809,1448584.964
"| ","Fe",57,996.494718,"ug/L",0.626,622133.529
"| ","Co",59,49.695283,"ug/L",0.779,1167853.103
"| ","Ni",60,49.453498,"ug/L",1.470,246130.764
"| ","Cu",63,100.524665,"ug/L",0.670,1038359.536
"| ","Zn",66,99.055541,"ug/L",0.850,241535.675
"| ","As",75,50.673362,"ug/L",1.183,121389.810
"| ","Se",82,19.481293,"ug/L",0.771,5278.515
"|>","Ge",74,,"ug/L",,544090.543
"|-","Mo",97,19.903148,"ug/L",0.542,62381.724
"|-","Ag",107,10.355751,"ug/L",0.837,156584.363
"| ","Cd",111,50.856644,"ug/L",0.815,151372.288
"|>","In",115,,"ug/L",,598906.474
"| ","Sb",123,9.811536,"ug/L",1.530,73236.666
"|-","Ba",137,200.739444,"ug/L",0.645,1218127.275
"|-","Tl",205,48.822506,"ug/L",1.195,2315319.975
"| ","Pb",208,49.956353,"ug/L",0.783,3244725.675
"|>","Bi",209,,"ug/L",,685238.252
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV@23K0302"
"Sample Date/Time:","Thursday, December 07, 2023 11:48:47"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,834082.226
"| ","Be",9,0.392273,"ug/L",1.333,423.343
"|-","Al",27,46.908550,"ug/L",1.708,835744.805
"|-","V",51,10.215101,"ug/L",1.843,172452.847
"| ","Cr",52,4.986665,"ug/L",0.790,112049.710
"| ","Mn",55,5.133278,"ug/L",1.148,149628.260
"| ","Fe",57,50.645840,"ug/L",0.138,41022.016
"| ","Co",59,1.030706,"ug/L",0.463,23966.216
"| ","Ni",60,5.085655,"ug/L",0.484,25065.510
"| ","Cu",63,5.215724,"ug/L",0.688,53516.734
"| ","Zn",66,10.119356,"ug/L",0.648,24992.975
"| ","As",75,1.173071,"ug/L",10.444,596.923
"| ","Se",82,5.006059,"ug/L",2.663,1348.042
"|>","Ge",74,,"ug/L",,536682.280
"|-","Mo",97,1.113773,"ug/L",1.989,3486.874
"|-","Ag",107,0.202543,"ug/L",0.168,3057.514
"| ","Cd",111,0.209363,"ug/L",4.457,681.008
"|>","In",115,,"ug/L",,592401.670
"| ","Sb",123,1.241575,"ug/L",1.333,9485.989
"|-","Ba",137,10.355596,"ug/L",0.645,62241.186
"|-","Tl",205,0.211656,"ug/L",2.184,10134.313
"| ","Pb",208,0.524074,"ug/L",0.655,34098.575
"|>","Bi",209,,"ug/L",,676727.991
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFA@2308570"
"Sample Date/Time:","Thursday, December 07, 2023 11:52:03"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,898357.225
"| ","Be",9,-0.000091,"ug/L",2478.384,9.000
"|-","Al",27,4990.996262,"ug/L",1.076,86227877.365
"|-","V",51,-0.085584,"ug/L",48.570,-28380.584
"| ","Cr",52,-0.062233,"ug/L",19.237,26421.006
"| ","Mn",55,0.062388,"ug/L",4.304,3697.419
"| ","Fe",57,5110.956461,"ug/L",0.538,3230908.276
"| ","Co",59,0.063432,"ug/L",4.360,1607.809
"| ","Ni",60,0.146023,"ug/L",1.768,858.040
"| ","Cu",63,0.151785,"ug/L",4.489,2017.891
"| ","Zn",66,0.266942,"ug/L",9.370,1423.112
"| ","As",75,0.198429,"ug/L",86.882,-1821.737
"| ","Se",82,-0.019748,"ug/L",213.909,8.957
"|>","Ge",74,,"ug/L",,558494.223
"|-","Mo",97,103.231296,"ug/L",1.172,331910.758
"|-","Ag",107,0.004258,"ug/L",10.800,95.667
"| ","Cd",111,-0.037135,"ug/L",31.303,-45.853
"|>","In",115,,"ug/L",,613950.210
"| ","Sb",123,0.320712,"ug/L",6.704,2819.220
"|-","Ba",137,0.079537,"ug/L",9.568,585.917
"|-","Tl",205,0.004945,"ug/L",12.550,453.345
"| ","Pb",208,0.043756,"ug/L",2.003,3288.897
"|>","Bi",209,,"ug/L",,675984.126
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFB@2308571"
"Sample Date/Time:","Thursday, December 07, 2023 11:55:36"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,899365.049
"| ","Be",9,0.003137,"ug/L",60.072,12.667
"|-","Al",27,4838.175779,"ug/L",0.510,83685341.307
"|-","V",51,82.491015,"ug/L",1.206,1606735.128
"| ","Cr",52,80.181942,"ug/L",1.148,1431932.822
"| ","Mn",55,83.698008,"ug/L",0.694,2463058.157
"| ","Fe",57,5160.333042,"ug/L",1.211,3200112.396
"| ","Co",59,80.801630,"ug/L",0.361,1912215.384
"| ","Ni",60,80.207002,"ug/L",0.400,401936.646
"| ","Cu",63,80.378920,"ug/L",0.329,836187.852
"| ","Zn",66,41.178028,"ug/L",0.521,101548.347
"| ","As",75,43.138892,"ug/L",0.199,103726.663
"| ","Se",82,41.103025,"ug/L",1.815,11197.997
"|>","Ge",74,,"ug/L",,547890.148
"|-","Mo",97,103.776416,"ug/L",1.353,327316.260
"|-","Ag",107,20.357419,"ug/L",0.600,312542.518
"| ","Cd",111,43.073928,"ug/L",0.424,130203.366
"|>","In",115,,"ug/L",,608165.842
"| ","Sb",123,0.185469,"ug/L",1.186,1774.039
"|-","Ba",137,0.081820,"ug/L",4.681,594.579
"|-","Tl",205,0.007515,"ug/L",22.083,572.685
"| ","Pb",208,0.047967,"ug/L",2.600,3551.939
"|>","Bi",209,,"ug/L",,674712.702
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-ICV"
"Sample Date/Time:","Thursday, December 07, 2023 12:01:34"
"Sample Description:","Sb 40"
"Batch ID:","12/07/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,849387.612
"| ","Be",9,0.004109,"ug/L",62.520,13.000
"|-","Al",27,-0.095014,"ug/L",384.851,84052.920
"|-","V",51,-0.036566,"ug/L",500.102,-25904.713
"| ","Cr",52,0.005450,"ug/L",349.800,26136.862
"| ","Mn",55,0.456609,"ug/L",1.095,14675.504
"| ","Fe",57,-0.167573,"ug/L",128.428,10097.272
"| ","Co",59,0.004263,"ug/L",89.715,170.335
"| ","Ni",60,0.000850,"ug/L",54.582,110.334
"| ","Cu",63,0.119615,"ug/L",5.881,1586.139
"| ","Zn",66,0.537969,"ug/L",5.486,1985.550
"| ","As",75,0.121732,"ug/L",133.469,-1902.733
"| ","Se",82,0.065873,"ug/L",65.346,31.001
"|>","Ge",74,,"ug/L",,528280.651
"|-","Mo",97,0.212478,"ug/L",8.210,692.154
"|-","Ag",107,0.002280,"ug/L",11.535,62.334
"| ","Cd",111,0.000259,"ug/L",578.793,65.224
"|>","In",115,,"ug/L",,588082.256
"| ","Sb",123,40.772262,"ug/L",3.483,297687.129
"|-","Ba",137,0.036927,"ug/L",4.746,307.333
"|-","Tl",205,0.000046,"ug/L",1312.370,222.669
"| ","Pb",208,0.044671,"ug/L",2.543,3326.572
"|>","Bi",209,,"ug/L",,671851.019
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV"
"Sample Date/Time:","Thursday, December 07, 2023 12:04:51"
"Sample Description:","Sb 1"
"Batch ID:","12/07/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,833489.322
"| ","Be",9,4.985147,"ug/L",1.665,5277.866
"|-","Al",27,45.252751,"ug/L",1.805,808740.217
"|-","V",51,5.109655,"ug/L",2.605,72262.361
"| ","Cr",52,4.937452,"ug/L",1.412,109366.790
"| ","Mn",55,4.973801,"ug/L",1.381,142629.494
"| ","Fe",57,99.347640,"ug/L",1.605,69340.168
"| ","Co",59,5.055860,"ug/L",1.396,115334.579
"| ","Ni",60,4.937800,"ug/L",0.721,23936.810
"| ","Cu",63,10.246264,"ug/L",1.430,103028.428
"| ","Zn",66,10.508732,"ug/L",1.039,25499.054
"| ","As",75,5.300084,"ug/L",6.960,10360.510
"| ","Se",82,2.196052,"ug/L",8.351,589.390
"|>","Ge",74,,"ug/L",,527784.858
"|-","Mo",97,2.052577,"ug/L",1.899,6282.268
"|-","Ag",107,1.024809,"ug/L",0.797,15104.211
"| ","Cd",111,5.247635,"ug/L",1.271,15258.331
"|>","In",115,,"ug/L",,582733.662
"| ","Sb",123,2.694995,"ug/L",8.353,19807.122
"|-","Ba",137,20.280542,"ug/L",1.240,119803.618
"|-","Tl",205,5.036513,"ug/L",0.279,235090.103
"| ","Pb",208,5.056135,"ug/L",0.248,323387.129
"|>","Bi",209,,"ug/L",,673819.595
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV"
"Sample Date/Time:","Thursday, December 07, 2023 12:15:19"
"Sample Description:","Sb 1"
"Batch ID:","12/07/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,835747.702
"| ","Be",9,-0.000751,"ug/L",381.055,7.667
"|-","Al",27,-1.150567,"ug/L",1.969,65771.413
"|-","V",51,-0.061702,"ug/L",196.916,-26578.181
"| ","Cr",52,0.091579,"ug/L",1.379,27778.043
"| ","Mn",55,-0.001080,"ug/L",100.603,1709.494
"| ","Fe",57,-0.319015,"ug/L",100.732,10074.246
"| ","Co",59,-0.000113,"ug/L",246.223,71.334
"| ","Ni",60,-0.007799,"ug/L",14.963,69.000
"| ","Cu",63,0.007709,"ug/L",37.504,467.345
"| ","Zn",66,-0.068959,"ug/L",11.280,557.017
"| ","As",75,0.109121,"ug/L",172.815,-1948.422
"| ","Se",82,-0.007507,"ug/L",609.210,11.712
"|>","Ge",74,,"ug/L",,531872.585
"|-","Mo",97,0.071450,"ug/L",8.377,264.908
"|-","Ag",107,0.001021,"ug/L",39.215,43.667
"| ","Cd",111,-0.002909,"ug/L",23.928,55.986
"|>","In",115,,"ug/L",,588231.652
"| ","Sb",123,1.191412,"ug/L",7.886,9054.049
"|-","Ba",137,0.012510,"ug/L",8.374,161.877
"|-","Tl",205,-0.001042,"ug/L",14.783,172.668
"| ","Pb",208,-0.001212,"ug/L",43.996,406.337
"|>","Bi",209,,"ug/L",,673905.601
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-BLK1"
"Sample Date/Time:","Thursday, December 07, 2023 12:47:34"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,854593.686
"| ","Be",9,-0.001566,"ug/L",260.190,7.000
"|-","Al",27,-2.982307,"ug/L",1.424,37179.563
"|-","V",51,-1.182770,"ug/L",14.274,-47391.095
"| ","Cr",52,0.646621,"ug/L",4.533,36674.843
"| ","Mn",55,0.024395,"ug/L",9.104,2400.984
"| ","Fe",57,-0.176077,"ug/L",51.126,10012.178
"| ","Co",59,0.001275,"ug/L",32.273,101.667
"| ","Ni",60,-0.000637,"ug/L",164.932,102.334
"| ","Cu",63,0.052483,"ug/L",5.988,905.712
"| ","Zn",66,0.220757,"ug/L",5.714,1227.416
"| ","As",75,-0.281803,"ug/L",145.829,-2841.763
"| ","Se",82,-0.017863,"ug/L",397.140,8.977
"|>","Ge",74,,"ug/L",,524081.199
"|-","Mo",97,0.040254,"ug/L",4.840,166.832
"|-","Ag",107,0.001898,"ug/L",16.269,56.000
"| ","Cd",111,0.002218,"ug/L",91.322,70.123
"|>","In",115,,"ug/L",,581215.384
"| ","Sb",123,0.304605,"ug/L",9.055,2553.708
"|-","Ba",137,0.015310,"ug/L",9.344,176.449
"|-","Tl",205,-0.000630,"ug/L",35.287,191.335
"| ","Pb",208,0.012051,"ug/L",0.823,1249.368
"|>","Bi",209,,"ug/L",,671727.246
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-BS1"
"Sample Date/Time:","Thursday, December 07, 2023 12:50:49"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,846352.977
"| ","Be",9,50.798977,"ug/L",1.027,54530.070
"|-","Al",27,49.580735,"ug/L",0.685,891500.870
"|-","V",51,51.047128,"ug/L",1.167,970093.745
"| ","Cr",52,51.790048,"ug/L",1.711,920930.170
"| ","Mn",55,50.831737,"ug/L",1.474,1474892.515
"| ","Fe",57,415.084891,"ug/L",2.011,263256.167
"| ","Co",59,50.662148,"ug/L",1.773,1181581.740
"| ","Ni",60,50.916980,"ug/L",0.858,251506.624
"| ","Cu",63,102.011003,"ug/L",0.953,1045770.273
"| ","Zn",66,104.166757,"ug/L",0.892,252050.730
"| ","As",75,54.245037,"ug/L",1.452,129119.512
"| ","Se",82,52.122451,"ug/L",0.558,13991.858
"|>","Ge",74,,"ug/L",,539978.017
"|-","Mo",97,50.664731,"ug/L",1.340,157513.732
"|-","Ag",107,49.533839,"ug/L",0.199,750412.527
"| ","Cd",111,53.900980,"ug/L",0.620,160763.269
"|>","In",115,,"ug/L",,600119.215
"| ","Sb",123,56.006581,"ug/L",0.451,417131.275
"|-","Ba",137,52.581313,"ug/L",0.612,319780.685
"|-","Tl",205,50.554105,"ug/L",0.222,2422130.920
"| ","Pb",208,51.681016,"ug/L",0.471,3391194.976
"|>","Bi",209,,"ug/L",,692227.451
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-BSD1"
"Sample Date/Time:","Thursday, December 07, 2023 12:54:05"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,837483.170
"| ","Be",9,51.390236,"ug/L",0.647,54587.414
"|-","Al",27,51.605385,"ug/L",2.331,914822.339
"|-","V",51,51.189903,"ug/L",0.386,976397.618
"| ","Cr",52,50.949253,"ug/L",0.969,909783.483
"| ","Mn",55,50.918840,"ug/L",0.670,1482832.865
"| ","Fe",57,411.413067,"ug/L",1.716,261998.639
"| ","Co",59,50.895910,"ug/L",1.542,1191472.825
"| ","Ni",60,51.147690,"ug/L",0.937,253577.119
"| ","Cu",63,102.512090,"ug/L",0.416,1054743.097
"| ","Zn",66,105.249147,"ug/L",0.472,255587.062
"| ","As",75,54.242025,"ug/L",0.495,129583.485
"| ","Se",82,52.565862,"ug/L",1.086,14162.114
"|>","Ge",74,,"ug/L",,541932.838
"|-","Mo",97,51.034143,"ug/L",0.428,159245.532
"|-","Ag",107,45.078790,"ug/L",0.534,677762.350
"| ","Cd",111,54.520355,"ug/L",0.446,161377.414
"|>","In",115,,"ug/L",,595592.822
"| ","Sb",123,56.963977,"ug/L",1.178,421045.710
"|-","Ba",137,53.329297,"ug/L",1.085,321877.329
"|-","Tl",205,51.561854,"ug/L",0.427,2435893.628
"| ","Pb",208,52.477457,"ug/L",0.563,3395352.217
"|>","Bi",209,,"ug/L",,682559.547
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MS1"
"Sample Date/Time:","Thursday, December 07, 2023 12:57:20"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,862054.338
"| ","Be",9,51.160123,"ug/L",0.820,55934.898
"|-","Al",27,49.766641,"ug/L",1.609,911038.451
"|-","V",51,52.130650,"ug/L",0.695,998460.499
"| ","Cr",52,51.116521,"ug/L",0.694,915968.442
"| ","Mn",55,59.375452,"ug/L",0.620,1735104.373
"| ","Fe",57,585.605136,"ug/L",0.744,369814.135
"| ","Co",59,50.951162,"ug/L",1.284,1196963.759
"| ","Ni",60,50.974107,"ug/L",1.518,253617.232
"| ","Cu",63,101.446564,"ug/L",0.554,1047520.035
"| ","Zn",66,104.925609,"ug/L",0.197,255729.452
"| ","As",75,55.069023,"ug/L",1.116,132064.701
"| ","Se",82,53.064050,"ug/L",1.918,14347.715
"|>","Ge",74,,"ug/L",,543890.027
"|-","Mo",97,52.507474,"ug/L",0.522,164434.981
"|-","Ag",107,40.536045,"ug/L",0.675,613019.976
"| ","Cd",111,54.235823,"ug/L",0.773,161474.328
"|>","In",115,,"ug/L",,599057.630
"| ","Sb",123,57.209295,"ug/L",0.171,425330.043
"|-","Ba",137,61.630596,"ug/L",0.385,374139.156
"|-","Tl",205,52.458620,"ug/L",0.624,2461872.956
"| ","Pb",208,52.699344,"ug/L",0.582,3387137.378
"|>","Bi",209,,"ug/L",,678055.442
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MSD1"
"Sample Date/Time:","Thursday, December 07, 2023 13:00:36"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,851816.417
"| ","Be",9,50.196692,"ug/L",0.464,54228.937
"|-","Al",27,49.801280,"ug/L",0.283,900862.474
"|-","V",51,50.710859,"ug/L",1.124,972714.333
"| ","Cr",52,49.788169,"ug/L",1.161,894831.353
"| ","Mn",55,57.872074,"ug/L",1.486,1694957.906
"| ","Fe",57,567.638675,"ug/L",0.612,359601.104
"| ","Co",59,49.438740,"ug/L",0.129,1164101.682
"| ","Ni",60,49.904443,"ug/L",0.642,248858.186
"| ","Cu",63,98.675676,"ug/L",0.374,1021248.819
"| ","Zn",66,102.389039,"ug/L",0.434,250129.449
"| ","As",75,54.385730,"ug/L",0.698,130696.971
"| ","Se",82,52.512044,"ug/L",1.192,14230.856
"|>","Ge",74,,"ug/L",,545121.798
"|-","Mo",97,51.320893,"ug/L",0.492,161081.504
"|-","Ag",107,39.959819,"ug/L",0.531,602745.631
"| ","Cd",111,52.858255,"ug/L",1.331,156972.451
"|>","In",115,,"ug/L",,597517.642
"| ","Sb",123,56.234707,"ug/L",0.322,417012.883
"|-","Ba",137,61.205593,"ug/L",0.237,370605.880
"|-","Tl",205,51.692603,"ug/L",0.406,2428344.838
"| ","Pb",208,51.903475,"ug/L",0.353,3339359.836
"|>","Bi",209,,"ug/L",,678731.197
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-04"
"Sample Date/Time:","Thursday, December 07, 2023 13:03:51"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,823605.285
"| ","Be",9,0.064148,"ug/L",12.327,75.334
"|-","Al",27,0.166694,"ug/L",448.634,85606.730
"|-","V",51,-0.855407,"ug/L",28.187,-37877.908
"| ","Cr",52,0.512474,"ug/L",15.013,31650.689
"| ","Mn",55,84.378754,"ug/L",0.975,2184288.268
"| ","Fe",57,1684.490265,"ug/L",1.015,925178.334
"| ","Co",59,0.468807,"ug/L",0.283,9826.642
"| ","Ni",60,3.173923,"ug/L",1.134,14085.572
"| ","Cu",63,1.509066,"ug/L",0.663,14158.019
"| ","Zn",66,1.078278,"ug/L",4.451,2974.820
"| ","As",75,0.119645,"ug/L",38.267,-1742.887
"| ","Se",82,1.146548,"ug/L",13.332,286.615
"|>","Ge",74,,"ug/L",,482001.080
"|-","Mo",97,1.920718,"ug/L",1.251,5371.241
"|-","Ag",107,0.025096,"ug/L",3.323,376.674
"| ","Cd",111,0.038977,"ug/L",11.793,167.484
"|>","In",115,,"ug/L",,552461.091
"| ","Sb",123,0.380906,"ug/L",0.902,2950.149
"|-","Ba",137,85.289200,"ug/L",0.789,477436.915
"|-","Tl",205,0.047643,"ug/L",2.884,2118.914
"| ","Pb",208,0.065894,"ug/L",4.764,4069.684
"|>","Bi",209,,"ug/L",,584392.622
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MS2"
"Sample Date/Time:","Thursday, December 07, 2023 13:07:07"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,846501.461
"| ","Be",9,45.619751,"ug/L",0.461,48978.925
"|-","Al",27,45.960562,"ug/L",2.374,832700.849
"|-","V",51,52.113571,"ug/L",0.985,902066.866
"| ","Cr",52,50.450419,"ug/L",0.694,817339.436
"| ","Mn",55,541.630265,"ug/L",1.034,14291268.537
"| ","Fe",57,1041.545880,"ug/L",1.028,587067.095
"| ","Co",59,51.087259,"ug/L",0.858,1084754.232
"| ","Ni",60,59.868986,"ug/L",0.359,269203.114
"| ","Cu",63,96.232031,"ug/L",0.746,898156.154
"| ","Zn",66,106.036654,"ug/L",0.278,233572.356
"| ","As",75,56.407441,"ug/L",0.329,122317.018
"| ","Se",82,54.618658,"ug/L",0.680,13346.737
"|>","Ge",74,,"ug/L",,491571.416
"|-","Mo",97,53.181032,"ug/L",1.075,150512.406
"|-","Ag",107,39.310715,"ug/L",0.370,557085.238
"| ","Cd",111,52.837198,"ug/L",0.787,147410.450
"|>","In",115,,"ug/L",,561375.543
"| ","Sb",123,56.998429,"ug/L",0.900,397100.030
"|-","Ba",137,65.143915,"ug/L",0.245,370585.915
"|-","Tl",205,53.890748,"ug/L",0.923,2281377.877
"| ","Pb",208,53.569225,"ug/L",0.933,3105860.517
"|>","Bi",209,,"ug/L",,611667.546
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MSD2"
"Sample Date/Time:","Thursday, December 07, 2023 13:10:22"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
