"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Wednesday, December 06, 2023 09:31:50"
"Sample Description:"
"Batch ID:","12/06/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"| ","Sb",123,9.476787,"ug/L",4.434,50604.340
"|-","Ba",137,198.428603,"ug/L",0.870,827149.732
"|-","Tl",205,47.718478,"ug/L",1.587,1741448.542
"| ","Pb",208,49.176031,"ug/L",0.761,2454628.615
"|>","Bi",209,,"ug/L",,486876.271
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFA@2308570"
"Sample Date/Time:","Wednesday, December 06, 2023 10:48:51"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,626940.974
"| ","Be",9,-0.004586,"ug/L",302.252,16.000
"|-","Al",27,4875.152835,"ug/L",17.337,43543714.687
"|-","V",51,-0.212231,"ug/L",103.764,-12519.447
"| ","Cr",52,-0.057739,"ug/L",110.538,10056.234
"| ","Mn",55,0.044013,"ug/L",18.838,1845.855
"| ","Fe",57,4455.493854,"ug/L",18.637,1640090.470
"| ","Co",59,0.056804,"ug/L",11.341,760.032
"| ","Ni",60,0.131874,"ug/L",24.549,507.681
"| ","Cu",63,0.097447,"ug/L",17.222,819.370
"| ","Zn",66,0.256536,"ug/L",8.875,696.027
"| ","As",75,-0.032087,"ug/L",511.995,-659.040
"| ","Se",82,0.123008,"ug/L",41.128,24.981
"|>","Ge",74,,"ug/L",,316763.294
"|-","Mo",97,88.980994,"ug/L",18.412,176593.956
"|-","Ag",107,0.006852,"ug/L",15.319,80.334
"| ","Cd",111,-0.019029,"ug/L",19.291,17.417
"|>","In",115,,"ug/L",,372984.442
"| ","Sb",123,0.144429,"ug/L",22.611,905.403
"|-","Ba",137,0.063080,"ug/L",9.321,319.768
"|-","Tl",205,0.003591,"ug/L",38.761,394.342
"| ","Pb",208,0.034060,"ug/L",14.708,2152.435
"|>","Bi",209,,"ug/L",,460505.672
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFB@2308571"
"Sample Date/Time:","Wednesday, December 06, 2023 10:52:01"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,609954.560
"| ","Be",9,-0.012855,"ug/L",22.842,10.000
"|-","Al",27,5509.286574,"ug/L",0.906,47892449.276
"|-","V",51,81.907467,"ug/L",1.405,922883.057
"| ","Cr",52,79.768605,"ug/L",1.616,817047.110
"| ","Mn",55,79.270940,"ug/L",1.194,1472053.202
"| ","Fe",57,4830.154924,"ug/L",1.040,1769335.526
"| ","Co",59,81.352985,"ug/L",0.435,1002606.672
"| ","Ni",60,82.454513,"ug/L",1.507,201083.643
"| ","Cu",63,82.045439,"ug/L",1.101,419946.124
"| ","Zn",66,46.653100,"ug/L",0.680,64744.758
"| ","As",75,45.304499,"ug/L",0.395,61699.193
"| ","Se",82,45.424277,"ug/L",0.817,7389.980
"|>","Ge",74,,"ug/L",,314653.602
"|-","Mo",97,96.352179,"ug/L",0.697,190325.453
"|-","Ag",107,21.339127,"ug/L",1.109,191365.518
"| ","Cd",111,45.209533,"ug/L",0.671,88131.283
"|>","In",115,,"ug/L",,372679.333
"| ","Sb",123,0.094131,"ug/L",7.452,650.199
"|-","Ba",137,0.057177,"ug/L",4.782,296.065
"|-","Tl",205,0.001036,"ug/L",66.192,301.005
"| ","Pb",208,0.035454,"ug/L",3.877,2187.103
"|>","Bi",209,,"ug/L",,453516.332
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-ICV"
"Sample Date/Time:","Wednesday, December 06, 2023 11:47:50"
"Sample Description:","Zn 200"
"Batch ID:","12/06/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,563228.055
"| ","Be",9,-0.012182,"ug/L",25.427,9.667
"|-","Al",27,-4.084446,"ug/L",2.125,8737.203
"|-","V",51,-0.398258,"ug/L",21.694,-13198.899
"| ","Cr",52,0.239534,"ug/L",3.338,11784.635
"| ","Mn",55,7.935902,"ug/L",2.114,134384.041
"| ","Fe",57,-0.675389,"ug/L",33.463,3627.724
"| ","Co",59,-0.001097,"ug/L",17.982,38.333
"| ","Ni",60,-0.029554,"ug/L",2.077,101.334
"| ","Cu",63,-0.020816,"ug/L",4.095,190.335
"| ","Zn",66,229.744150,"ug/L",1.274,287798.341
"| ","As",75,-0.366325,"ug/L",20.904,-1012.077
"| ","Se",82,0.154800,"ug/L",45.558,27.343
"|>","Ge",74,,"ug/L",,285176.963
"|-","Mo",97,0.172367,"ug/L",31.423,354.249
"|-","Ag",107,0.001468,"ug/L",60.382,30.333
"| ","Cd",111,-0.004617,"ug/L",92.442,42.917
"|>","In",115,,"ug/L",,351453.998
"| ","Sb",123,0.049008,"ug/L",5.904,397.611
"|-","Ba",137,0.001789,"ug/L",301.891,71.585
"|-","Tl",205,-0.004107,"ug/L",9.216,125.334
"| ","Pb",208,0.000437,"ug/L",65.767,555.673
"|>","Bi",209,,"ug/L",,450566.612
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Wednesday, December 06, 2023 12:26:56"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,545566.639
"|-","Al",27,506.461836,"ug/L",1.349,3974030.442
"|-","V",51,48.466926,"ug/L",1.113,491092.742
"| ","Cr",52,49.483688,"ug/L",1.432,462891.257
"| ","Mn",55,49.311626,"ug/L",1.297,830069.933
"| ","Fe",57,1002.333491,"ug/L",0.588,335710.198
"| ","Co",59,50.556394,"ug/L",0.886,564494.833
"| ","Ni",60,50.791017,"ug/L",0.653,112285.529
"| ","Cu",63,100.701629,"ug/L",0.181,466916.545
"|>","Ge",74,,"ug/L",,285053.014
"|-","Mo",97,19.672238,"ug/L",2.392,35246.151
"|-","Ag",107,9.958163,"ug/L",0.375,84382.190
"|>","In",115,,"ug/L",,352112.627
"|-","Ba",137,197.656355,"ug/L",0.943,741194.040
"|-","Tl",205,48.264930,"ug/L",1.018,1611000.026
"| ","Pb",208,49.356013,"ug/L",1.619,2253421.274
"|>","Bi",209,,"ug/L",,445332.728
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Wednesday, December 06, 2023 12:29:30"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,523061.358
"|-","Al",27,0.255430,"ug/L",24.486,40447.450
"|-","V",51,-0.300325,"ug/L",62.301,-11889.211
"| ","Cr",52,0.124339,"ug/L",9.646,10465.020
"| ","Mn",55,0.004016,"ug/L",54.226,966.385
"| ","Fe",57,0.731873,"ug/L",9.097,3993.877
"| ","Co",59,0.002484,"ug/L",90.247,76.334
"| ","Ni",60,-0.026537,"ug/L",9.117,105.334
"| ","Cu",63,-0.015152,"ug/L",30.205,211.336
"|>","Ge",74,,"ug/L",,278181.143
"|-","Mo",97,0.075697,"ug/L",15.412,176.161
"|-","Ag",107,0.000643,"ug/L",110.147,22.667
"|>","In",115,,"ug/L",,343778.180
"|-","Ba",137,0.011320,"ug/L",17.401,105.262
"|-","Tl",205,-0.000121,"ug/L",1160.827,250.670
"| ","Pb",208,0.000581,"ug/L",119.305,541.673
"|>","Bi",209,,"ug/L",,433912.024
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-BLK1"
"Sample Date/Time:","Wednesday, December 06, 2023 12:32:27"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,529055.706
"|-","Al",27,-2.766508,"ug/L",2.738,18151.117
"|-","V",51,-1.823749,"ug/L",8.254,-26440.235
"| ","Cr",52,0.572552,"ug/L",16.663,14047.868
"| ","Mn",55,0.028113,"ug/L",15.817,1321.763
"| ","Fe",57,-0.133620,"ug/L",237.856,3605.715
"| ","Co",59,0.001709,"ug/L",71.649,66.000
"| ","Ni",60,-0.031138,"ug/L",20.538,92.667
"| ","Cu",63,0.014677,"ug/L",18.568,336.006
"|>","Ge",74,,"ug/L",,270062.849
"|-","Mo",97,0.037261,"ug/L",36.242,105.758
"|-","Ag",107,0.001807,"ug/L",36.798,31.333
"|>","In",115,,"ug/L",,333531.219
"|-","Ba",137,0.013129,"ug/L",34.842,108.514
"|-","Tl",205,-0.002848,"ug/L",41.713,162.001
"| ","Pb",208,0.013714,"ug/L",1.519,1127.361
"|>","Bi",209,,"ug/L",,434570.784
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-BS1"
"Sample Date/Time:","Wednesday, December 06, 2023 12:35:02"
"Sample Description:","10X"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,527980.421
"|-","Al",27,51.967525,"ug/L",0.680,429578.330
"|-","V",51,49.824243,"ug/L",0.734,496472.228
"| ","Cr",52,50.870507,"ug/L",0.988,467456.733
"| ","Mn",55,50.325551,"ug/L",0.186,832647.544
"| ","Fe",57,409.278127,"ug/L",0.466,136982.654
"| ","Co",59,51.211753,"ug/L",0.324,562071.926
"| ","Ni",60,52.229125,"ug/L",0.094,113500.482
"| ","Cu",63,102.033806,"ug/L",0.318,465052.990
"|>","Ge",74,,"ug/L",,280205.349
"|-","Mo",97,48.840055,"ug/L",1.765,85945.344
"|-","Ag",107,50.301918,"ug/L",1.038,417138.798
"|>","In",115,,"ug/L",,344654.039
"|-","Ba",137,50.678817,"ug/L",1.368,186051.972
"|-","Tl",205,49.673440,"ug/L",0.693,1640828.542
"| ","Pb",208,50.010856,"ug/L",1.488,2259626.961
"|>","Bi",209,,"ug/L",,440740.120
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-BSD1"
"Sample Date/Time:","Wednesday, December 06, 2023 12:37:37"
"Sample Description:","10X"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,529533.862
"|-","Al",27,53.660266,"ug/L",1.067,443600.359
"|-","V",51,48.442455,"ug/L",0.966,485407.124
"| ","Cr",52,48.762626,"ug/L",0.826,451230.531
"| ","Mn",55,48.882209,"ug/L",0.355,813729.736
"| ","Fe",57,396.683805,"ug/L",0.803,133699.042
"| ","Co",59,49.845459,"ug/L",0.805,550408.520
"| ","Ni",60,50.488684,"ug/L",0.269,110393.906
"| ","Cu",63,100.105456,"ug/L",0.404,459054.527
"|>","Ge",74,,"ug/L",,281915.600
"|-","Mo",97,48.244781,"ug/L",0.661,85410.914
"|-","Ag",107,44.299517,"ug/L",0.809,368452.219
"|>","In",115,,"ug/L",,345698.087
"|-","Ba",137,50.041343,"ug/L",1.311,184249.697
"|-","Tl",205,49.255811,"ug/L",1.832,1618575.198
"| ","Pb",208,49.223130,"ug/L",0.170,2212607.130
"|>","Bi",209,,"ug/L",,438458.420
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MS1"
"Sample Date/Time:","Wednesday, December 06, 2023 12:40:12"
"Sample Description:","10X"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,485588.565
"|-","Al",27,-4.547896,"ug/L",0.186,4342.370
"|-","V",51,0.203682,"ug/L",20.128,-6836.500
"| ","Cr",52,-0.158260,"ug/L",8.200,7962.820
"| ","Mn",55,-0.024464,"ug/L",8.770,500.347
"| ","Fe",57,-1.501393,"ug/L",17.984,3281.926
"| ","Co",59,0.002464,"ug/L",86.194,76.334
"| ","Ni",60,-0.041171,"ug/L",10.257,74.000
"| ","Cu",63,-0.026710,"ug/L",31.487,159.335
"|>","Ge",74,,"ug/L",,279015.362
"|-","Mo",97,0.126850,"ug/L",33.234,265.945
"|-","Ag",107,0.003456,"ug/L",13.202,44.333
"|>","In",115,,"ug/L",,331666.025
"|-","Ba",137,-0.000927,"ug/L",398.663,58.272
"|-","Tl",205,0.001252,"ug/L",263.559,283.671
"| ","Pb",208,-0.002419,"ug/L",114.206,392.670
"|>","Bi",209,,"ug/L",,419200.977
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MSD1"
"Sample Date/Time:","Wednesday, December 06, 2023 12:42:46"
"Sample Description:","10X"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,527602.664
"|-","Al",27,53.198729,"ug/L",0.876,438521.968
"|-","V",51,50.017974,"ug/L",0.989,501529.438
"| ","Cr",52,49.397348,"ug/L",1.478,457005.676
"| ","Mn",55,56.717029,"ug/L",0.464,944142.671
"| ","Fe",57,566.663760,"ug/L",0.136,189381.997
"| ","Co",59,50.009774,"ug/L",0.900,552310.209
"| ","Ni",60,51.015170,"ug/L",1.185,111557.709
"| ","Cu",63,98.905754,"ug/L",1.311,453594.932
"|>","Ge",74,,"ug/L",,281956.371
"|-","Mo",97,49.445948,"ug/L",1.051,87544.395
"|-","Ag",107,42.514627,"ug/L",1.331,351021.269
"|>","In",115,,"ug/L",,343170.598
"|-","Ba",137,58.671752,"ug/L",0.409,214453.463
"|-","Tl",205,50.302809,"ug/L",1.356,1620657.994
"| ","Pb",208,50.033186,"ug/L",1.364,2204908.001
"|>","Bi",209,,"ug/L",,429883.836
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-PS1"
"Sample Date/Time:","Wednesday, December 06, 2023 12:45:21"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,519870.420
"|-","Al",27,200.888014,"ug/L",0.480,1525298.004
"|-","V",51,19.385892,"ug/L",0.607,175053.936
"| ","Cr",52,20.201951,"ug/L",2.323,178415.541
"| ","Mn",55,85.667503,"ug/L",0.908,1321191.695
"| ","Fe",57,1774.370700,"ug/L",0.664,542059.025
"| ","Co",59,20.350155,"ug/L",1.153,208315.200
"| ","Ni",60,22.318537,"ug/L",1.631,45317.691
"| ","Cu",63,38.224855,"ug/L",0.445,162636.222
"|>","Ge",74,,"ug/L",,261310.388
"|-","Mo",97,9.560970,"ug/L",2.287,15721.726
"|-","Ag",107,3.746773,"ug/L",1.053,29242.295
"|>","In",115,,"ug/L",,324209.650
"|-","Ba",137,144.553154,"ug/L",1.640,499008.717
"|-","Tl",205,20.586523,"ug/L",0.504,582674.312
"| ","Pb",208,20.600641,"ug/L",1.105,797640.616
"|>","Bi",209,,"ug/L",,377561.730
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-SRL1"
"Sample Date/Time:","Wednesday, December 06, 2023 12:47:57"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,527264.157
"|-","Al",27,-0.392001,"ug/L",467.039,35861.773
"|-","V",51,-0.838825,"ug/L",15.745,-17508.978
"| ","Cr",52,0.028315,"ug/L",90.056,9711.187
"| ","Mn",55,16.404564,"ug/L",0.990,272979.912
"| ","Fe",57,338.019764,"ug/L",1.710,114186.040
"| ","Co",59,0.094118,"ug/L",3.614,1086.398
"| ","Ni",60,0.658864,"ug/L",4.670,1599.141
"| ","Cu",63,0.250811,"ug/L",2.752,1429.112
"|>","Ge",74,,"ug/L",,281186.293
"|-","Mo",97,0.396855,"ug/L",8.614,744.642
"|-","Ag",107,0.006613,"ug/L",19.823,73.000
"|>","In",115,,"ug/L",,348369.218
"|-","Ba",137,16.182021,"ug/L",0.804,60089.918
"|-","Tl",205,0.003327,"ug/L",39.549,349.673
"| ","Pb",208,0.004639,"ug/L",12.113,696.344
"|>","Bi",209,,"ug/L",,418398.193
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-04"
"Sample Date/Time:","Wednesday, December 06, 2023 12:50:31"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,519042.140
"|-","Al",27,2.724979,"ug/L",13.922,58378.721
"|-","V",51,-1.373190,"ug/L",7.051,-21161.345
"| ","Cr",52,0.559323,"ug/L",11.777,13382.521
"| ","Mn",55,81.843282,"ug/L",0.582,1252811.090
"| ","Fe",57,1695.650666,"ug/L",0.578,514284.500
"| ","Co",59,0.478990,"ug/L",1.246,4911.326
"| ","Ni",60,3.649302,"ug/L",2.422,7481.412
"| ","Cu",63,1.333253,"ug/L",2.061,5881.903
"|>","Ge",74,,"ug/L",,259350.205
"|-","Mo",97,1.644185,"ug/L",0.964,2717.393
"|-","Ag",107,0.020260,"ug/L",12.766,174.002
"|>","In",115,,"ug/L",,323563.610
"|-","Ba",137,80.829715,"ug/L",0.631,278540.753
"|-","Tl",205,0.019552,"ug/L",3.673,761.365
"| ","Pb",208,0.057502,"ug/L",2.997,2628.817
"|>","Bi",209,,"ug/L",,371162.182
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MS2"
"Sample Date/Time:","Wednesday, December 06, 2023 12:53:07"
"Sample Description:","10X"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,513661.768
"|-","Al",27,55.490158,"ug/L",0.499,443692.096
"|-","V",51,51.577756,"ug/L",0.846,503124.245
"| ","Cr",52,50.423730,"ug/L",1.041,453398.871
"| ","Mn",55,527.197419,"ug/L",0.677,8525203.421
"| ","Fe",57,1053.800128,"ug/L",0.150,339241.111
"| ","Co",59,51.723637,"ug/L",0.300,555401.772
"| ","Ni",60,62.088856,"ug/L",0.467,131975.395
"| ","Cu",63,97.987522,"ug/L",0.388,436947.341
"|>","Ge",74,,"ug/L",,274140.827
"|-","Mo",97,50.768816,"ug/L",1.092,87397.606
"|-","Ag",107,41.873596,"ug/L",0.666,336661.915
"|>","In",115,,"ug/L",,334144.679
"|-","Ba",137,62.428251,"ug/L",0.930,222179.273
"|-","Tl",205,53.326548,"ug/L",0.891,1546812.898
"| ","Pb",208,52.134748,"ug/L",0.470,2068580.350
"|>","Bi",209,,"ug/L",,387032.443
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-MSD2"
"Sample Date/Time:","Wednesday, December 06, 2023 12:55:41"
"Sample Description:","10X"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,511309.232
"|-","Al",27,54.670754,"ug/L",2.634,435581.327
"|-","V",51,50.549929,"ug/L",1.131,494439.367
"| ","Cr",52,49.551814,"ug/L",1.103,447093.753
"| ","Mn",55,515.527938,"ug/L",1.311,8362078.657
"| ","Fe",57,1030.416144,"ug/L",1.424,332805.880
"| ","Co",59,51.539496,"ug/L",1.194,555112.576
"| ","Ni",60,61.873698,"ug/L",1.342,131920.982
"| ","Cu",63,96.716301,"ug/L",1.028,432608.242
"|>","Ge",74,,"ug/L",,274990.514
"|-","Mo",97,49.988626,"ug/L",1.794,86318.172
"|-","Ag",107,39.948397,"ug/L",1.535,320644.659
"|>","In",115,,"ug/L",,333605.725
"|-","Ba",137,60.931155,"ug/L",1.292,216490.438
"|-","Tl",205,51.896432,"ug/L",1.896,1510631.308
"| ","Pb",208,51.080596,"ug/L",1.746,2033875.921
"|>","Bi",209,,"ug/L",,388437.344
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Wednesday, December 06, 2023 12:58:16"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,523976.130
"|-","Al",27,529.710101,"ug/L",1.371,3990947.194
"|-","V",51,48.354612,"ug/L",1.698,483837.871
"| ","Cr",52,49.770477,"ug/L",1.546,459712.174
"| ","Mn",55,49.185901,"ug/L",1.014,817595.632
"| ","Fe",57,996.314193,"ug/L",1.601,329579.931
"| ","Co",59,50.580165,"ug/L",1.029,557726.637
"| ","Ni",60,50.990394,"ug/L",0.292,111324.194
"| ","Cu",63,100.642031,"ug/L",0.702,460825.621
"|>","Ge",74,,"ug/L",,281495.861
"|-","Mo",97,19.589807,"ug/L",0.361,34656.479
"|-","Ag",107,10.055927,"ug/L",1.808,84606.616
"|>","In",115,,"ug/L",,349629.833
"|-","Ba",137,194.495498,"ug/L",0.909,724134.977
"|-","Tl",205,48.762171,"ug/L",0.603,1575374.089
"| ","Pb",208,49.642973,"ug/L",1.205,2193951.450
"|>","Bi",209,,"ug/L",,431025.574
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Wednesday, December 06, 2023 13:00:51"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,506225.833
"|-","Al",27,0.525748,"ug/L",14.810,41100.056
"|-","V",51,-0.381329,"ug/L",37.242,-12803.656
"| ","Cr",52,0.023828,"ug/L",119.106,9633.439
"| ","Mn",55,0.017234,"ug/L",24.668,1190.745
"| ","Fe",57,0.132306,"ug/L",88.280,3825.805
"| ","Co",59,0.002476,"ug/L",97.634,76.667
"| ","Ni",60,-0.049714,"ug/L",17.211,55.667
"| ","Cu",63,-0.011982,"ug/L",32.467,227.003
"|>","Ge",74,,"ug/L",,280073.826
"|-","Mo",97,0.114221,"ug/L",3.549,245.017
"|-","Ag",107,0.002262,"ug/L",45.204,35.667
"|>","In",115,,"ug/L",,340058.682
"|-","Ba",137,0.013560,"ug/L",29.071,112.251
"|-","Tl",205,0.002207,"ug/L",87.270,322.006
"| ","Pb",208,0.002014,"ug/L",0.697,597.341
"|>","Bi",209,,"ug/L",,428179.901
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-PS2"
"Sample Date/Time:","Wednesday, December 06, 2023 13:03:26"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,404445.613
"|-","Al",27,240.824608,"ug/L",1.878,1416441.472
"|-","V",51,19.762084,"ug/L",1.894,150817.639
"| ","Cr",52,21.334403,"ug/L",2.191,158678.298
"| ","Mn",55,3922.583453,"ug/L",1.627,51049352.791
