"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 08, 2023 09:09:43"
"Sample Description:"
"Batch ID:","12/08/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 08, 2023 10:26:02"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,742818.824
"| ","Be",9,48.989759,"ug/L",0.510,40978.167
"|-","Al",27,469.742125,"ug/L",1.449,5652728.353
"|-","V",51,49.583086,"ug/L",1.510,715690.253
"| ","Cr",52,49.479858,"ug/L",1.324,682546.722
"| ","Mn",55,48.929146,"ug/L",0.664,1141283.965
"| ","Fe",57,1001.456557,"ug/L",1.267,489401.434
"| ","Co",59,49.481325,"ug/L",0.470,877072.187
"| ","Ni",60,50.694526,"ug/L",0.875,184393.587
"| ","Cu",63,100.298068,"ug/L",1.105,786074.489
"| ","Zn",66,98.633895,"ug/L",0.415,197895.090
"| ","As",75,50.393285,"ug/L",0.858,98803.103
"| ","Se",82,19.433892,"ug/L",2.822,4428.244
"|>","Ge",74,,"ug/L",,439919.533
"|-","Mo",97,19.379481,"ug/L",1.775,48605.841
"|-","Ag",107,10.182197,"ug/L",0.764,122717.297
"| ","Cd",111,51.136101,"ug/L",0.957,127150.742
"|>","In",115,,"ug/L",,489130.586
"| ","Sb",123,9.668908,"ug/L",3.188,60337.278
"|-","Ba",137,201.807766,"ug/L",1.147,1014153.946
"|-","Tl",205,48.527055,"ug/L",0.681,2008328.801
"| ","Pb",208,50.436884,"ug/L",0.108,2886451.265
"|>","Bi",209,,"ug/L",,608259.796
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFA@2308570"
"Sample Date/Time:","Friday, December 08, 2023 10:29:17"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,764217.879
"| ","Be",9,-0.015619,"ug/L",39.517,22.000
"|-","Al",27,5018.871269,"ug/L",1.977,61719688.975
"|-","V",51,-0.163062,"ug/L",72.007,-25040.162
"| ","Cr",52,-0.094057,"ug/L",32.490,18713.582
"| ","Mn",55,0.077588,"ug/L",2.770,2917.802
"| ","Fe",57,5123.326475,"ug/L",0.844,2531313.439
"| ","Co",59,0.064940,"ug/L",5.142,1248.086
"| ","Ni",60,0.168217,"ug/L",4.376,669.025
"| ","Cu",63,0.168913,"ug/L",2.541,1535.463
"| ","Zn",66,0.299584,"ug/L",1.904,1126.070
"| ","As",75,0.179521,"ug/L",34.393,-1354.350
"| ","Se",82,0.077522,"ug/L",5.312,10.371
"|>","Ge",74,,"ug/L",,450321.950
"|-","Mo",97,101.807574,"ug/L",2.105,261168.229
"|-","Ag",107,0.005134,"ug/L",26.005,92.000
"| ","Cd",111,-0.018166,"ug/L",73.955,19.105
"|>","In",115,,"ug/L",,501560.208
"| ","Sb",123,0.505473,"ug/L",7.882,3445.267
"|-","Ba",137,0.093646,"ug/L",3.780,558.270
"|-","Tl",205,0.011081,"ug/L",15.962,552.350
"| ","Pb",208,0.049530,"ug/L",3.613,3172.881
"|>","Bi",209,,"ug/L",,601789.946
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-IFB@2308571"
"Sample Date/Time:","Friday, December 08, 2023 10:38:32"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,749587.152
"| ","Be",9,-0.019119,"ug/L",27.063,18.667
"|-","Al",27,4964.894966,"ug/L",3.241,59888767.559
"|-","V",51,82.954805,"ug/L",1.007,1221844.146
"| ","Cr",52,80.616662,"ug/L",0.395,1108481.263
"| ","Mn",55,80.949425,"ug/L",1.268,1902636.569
"| ","Fe",57,5059.556007,"ug/L",1.421,2461889.581
"| ","Co",59,81.873982,"ug/L",0.476,1462760.481
"| ","Ni",60,83.669115,"ug/L",1.495,306769.666
"| ","Cu",63,80.558408,"ug/L",0.527,636466.306
"| ","Zn",66,41.283587,"ug/L",0.678,83779.655
"| ","As",75,42.994982,"ug/L",1.011,84717.565
"| ","Se",82,40.255335,"ug/L",1.287,9254.483
"|>","Ge",74,,"ug/L",,443424.248
"|-","Mo",97,101.758658,"ug/L",0.672,257036.008
"|-","Ag",107,21.900541,"ug/L",0.358,268250.424
"| ","Cd",111,42.830704,"ug/L",0.150,108264.319
"|>","In",115,,"ug/L",,497214.107
"| ","Sb",123,0.172133,"ug/L",12.347,1312.664
"|-","Ba",137,0.075996,"ug/L",4.387,463.297
"|-","Tl",205,0.006969,"ug/L",8.067,378.341
"| ","Pb",208,0.046133,"ug/L",3.384,2935.853
"|>","Bi",209,,"ug/L",,592630.301
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-ICV"
"Sample Date/Time:","Friday, December 08, 2023 10:41:54"
"Sample Description:","Sb 40"
"Batch ID:","12/08/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,720162.113
"| ","Be",9,-0.024379,"ug/L",32.086,13.667
"|-","Al",27,2.172795,"ug/L",7.451,64924.685
"|-","V",51,-0.065483,"ug/L",210.439,-22053.570
"| ","Cr",52,-0.044330,"ug/L",98.961,18150.452
"| ","Mn",55,0.476471,"ug/L",1.066,11634.108
"| ","Fe",57,-0.849432,"ug/L",53.010,6778.194
"| ","Co",59,0.007170,"ug/L",40.800,186.669
"| ","Ni",60,0.018375,"ug/L",20.771,104.001
"| ","Cu",63,1.028430,"ug/L",1.478,7888.422
"| ","Zn",66,0.999521,"ug/L",1.626,2395.316
"| ","As",75,0.041883,"ug/L",666.785,-1533.389
"| ","Se",82,0.145314,"ug/L",16.747,24.504
"|>","Ge",74,,"ug/L",,421372.313
"|-","Mo",97,0.321349,"ug/L",5.966,812.383
"|-","Ag",107,0.008402,"ug/L",0.520,126.668
"| ","Cd",111,0.001944,"ug/L",326.472,67.145
"|>","In",115,,"ug/L",,479929.206
"| ","Sb",123,40.331650,"ug/L",4.467,246241.770
"|-","Ba",137,0.039938,"ug/L",5.903,269.360
"|-","Tl",205,0.000467,"ug/L",60.059,115.334
"| ","Pb",208,0.071723,"ug/L",1.120,4325.737
"|>","Bi",209,,"ug/L",,587627.571
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-BLK1"
"Sample Date/Time:","Friday, December 08, 2023 11:01:43"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,672467.384
"| ","Be",9,-0.022215,"ug/L",29.281,14.333
"|-","Al",27,-1.156533,"ug/L",3.915,24659.795
"|-","V",51,-1.422996,"ug/L",12.360,-37878.137
"| ","Cr",52,0.226986,"ug/L",25.583,19792.559
"| ","Mn",55,0.045929,"ug/L",2.350,1851.189
"| ","Fe",57,0.020926,"ug/L",1025.682,6568.040
"| ","Co",59,0.002123,"ug/L",7.963,92.667
"| ","Ni",60,0.015680,"ug/L",12.544,86.667
"| ","Cu",63,0.394355,"ug/L",0.921,2862.117
"| ","Zn",66,0.754779,"ug/L",5.100,1761.504
"| ","As",75,-0.509789,"ug/L",17.581,-2362.246
"| ","Se",82,0.080216,"ug/L",99.077,9.501
"|>","Ge",74,,"ug/L",,385432.459
"|-","Mo",97,0.100400,"ug/L",26.708,258.803
"|-","Ag",107,0.005942,"ug/L",5.948,89.000
"| ","Cd",111,-0.000638,"ug/L",93.250,55.598
"|>","In",115,,"ug/L",,437456.144
"| ","Sb",123,0.647696,"ug/L",21.343,3811.219
"|-","Ba",137,0.025171,"ug/L",21.379,179.110
"|-","Tl",205,0.000705,"ug/L",52.954,116.334
"| ","Pb",208,0.015006,"ug/L",2.078,1109.027
"|>","Bi",209,,"ug/L",,547607.267
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-BS1"
"Sample Date/Time:","Friday, December 08, 2023 11:04:57"
"Sample Description:","10X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,709482.226
"| ","Be",9,50.799593,"ug/L",0.788,40584.074
"|-","Al",27,52.125366,"ug/L",0.811,633887.317
"|-","V",51,50.773065,"ug/L",1.052,709463.902
"| ","Cr",52,50.353718,"ug/L",0.783,671608.082
"| ","Mn",55,50.545870,"ug/L",0.982,1140509.628
"| ","Fe",57,412.510241,"ug/L",1.646,199288.699
"| ","Co",59,51.041406,"ug/L",0.919,875306.928
"| ","Ni",60,52.723067,"ug/L",1.113,185534.894
"| ","Cu",63,101.695841,"ug/L",1.217,771072.044
"| ","Zn",66,99.641527,"ug/L",0.934,193394.889
"| ","As",75,51.661983,"ug/L",0.214,98041.275
"| ","Se",82,49.735949,"ug/L",0.706,10977.169
"|>","Ge",74,,"ug/L",,425635.896
"|-","Mo",97,50.118789,"ug/L",0.793,121550.359
"|-","Ag",107,45.525573,"ug/L",0.842,534456.063
"| ","Cd",111,51.732947,"ug/L",1.352,125322.735
"|>","In",115,,"ug/L",,476600.024
"| ","Sb",123,56.261523,"ug/L",0.789,340949.678
"|-","Ba",137,51.867858,"ug/L",1.089,254031.871
"|-","Tl",205,50.985136,"ug/L",1.000,2033944.841
"| ","Pb",208,51.835717,"ug/L",1.022,2859391.650
"|>","Bi",209,,"ug/L",,586299.054
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-BSD1"
"Sample Date/Time:","Friday, December 08, 2023 11:08:12"
"Sample Description:","10X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,706999.482
"| ","Be",9,51.431689,"ug/L",2.687,40940.342
"|-","Al",27,52.086287,"ug/L",2.341,631150.583
"|-","V",51,51.393626,"ug/L",1.139,731035.478
"| ","Cr",52,50.374969,"ug/L",0.780,683759.446
"| ","Mn",55,50.145594,"ug/L",0.849,1151513.488
"| ","Fe",57,413.318248,"ug/L",0.853,203169.067
"| ","Co",59,50.897833,"ug/L",0.758,888240.743
"| ","Ni",60,51.906618,"ug/L",0.567,185874.210
"| ","Cu",63,101.102771,"ug/L",0.936,780071.059
"| ","Zn",66,99.549360,"ug/L",0.151,196627.574
"| ","As",75,51.768117,"ug/L",0.164,99970.522
"| ","Se",82,49.356801,"ug/L",0.101,11083.613
"|>","Ge",74,,"ug/L",,433097.779
"|-","Mo",97,50.364740,"ug/L",1.649,124290.616
"|-","Ag",107,47.797939,"ug/L",1.964,568396.281
"| ","Cd",111,52.107857,"ug/L",0.673,127866.543
"|>","In",115,,"ug/L",,482755.331
"| ","Sb",123,56.714595,"ug/L",1.745,348134.840
"|-","Ba",137,52.236581,"ug/L",1.078,259171.998
"|-","Tl",205,51.645448,"ug/L",0.649,2073940.333
"| ","Pb",208,52.436287,"ug/L",0.514,2911545.234
"|>","Bi",209,,"ug/L",,590164.924
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-MS1"
"Sample Date/Time:","Friday, December 08, 2023 11:11:26"
"Sample Description:","10X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,723237.059
"| ","Be",9,50.756608,"ug/L",2.689,41334.464
"|-","Al",27,53.326275,"ug/L",1.869,660118.044
"|-","V",51,50.909679,"ug/L",0.214,727769.322
"| ","Cr",52,50.065316,"ug/L",0.836,683176.153
"| ","Mn",55,114.205244,"ug/L",1.046,2634612.005
"| ","Fe",57,656.007260,"ug/L",0.138,319834.390
"| ","Co",59,50.530147,"ug/L",0.862,886391.803
"| ","Ni",60,51.762037,"ug/L",1.301,186308.132
"| ","Cu",63,99.711413,"ug/L",1.056,773369.209
"| ","Zn",66,99.313303,"ug/L",0.449,197195.902
"| ","As",75,51.858792,"ug/L",0.441,100674.530
"| ","Se",82,48.896877,"ug/L",2.138,11036.162
"|>","Ge",74,,"ug/L",,435394.236
"|-","Mo",97,50.182770,"ug/L",1.009,124470.824
"|-","Ag",107,38.246878,"ug/L",1.296,458050.190
"| ","Cd",111,51.870843,"ug/L",1.190,128196.551
"|>","In",115,,"ug/L",,486225.060
"| ","Sb",123,56.190057,"ug/L",0.478,347398.488
"|-","Ba",137,54.738272,"ug/L",0.938,273500.125
"|-","Tl",205,51.486086,"ug/L",0.173,2071388.868
"| ","Pb",208,51.796147,"ug/L",0.381,2881434.179
"|>","Bi",209,,"ug/L",,591277.980
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-PS1"
"Sample Date/Time:","Friday, December 08, 2023 11:14:40"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,713096.058
"| ","Be",9,19.716062,"ug/L",0.563,15851.479
"|-","Al",27,208.419628,"ug/L",0.563,2429465.896
"|-","V",51,20.582936,"ug/L",1.610,270221.325
"| ","Cr",52,20.705268,"ug/L",0.335,282416.050
"| ","Mn",55,551.660234,"ug/L",0.218,12226776.882
"| ","Fe",57,2416.159769,"ug/L",0.222,1112801.902
"| ","Co",59,22.187490,"ug/L",0.488,374074.959
"| ","Ni",60,22.872053,"ug/L",0.690,79138.013
"| ","Cu",63,40.018413,"ug/L",0.955,298379.823
"| ","Zn",66,40.092873,"ug/L",0.160,76783.301
"| ","As",75,20.781351,"ug/L",0.899,37814.067
"| ","Se",82,8.455694,"ug/L",3.062,1827.866
"|>","Ge",74,,"ug/L",,418375.828
"|-","Mo",97,8.922217,"ug/L",1.036,21302.747
"|-","Ag",107,3.927050,"ug/L",0.562,45990.719
"| ","Cd",111,20.366567,"ug/L",0.475,49230.231
"|>","In",115,,"ug/L",,475153.438
"| ","Sb",123,4.207529,"ug/L",1.793,25622.205
"|-","Ba",137,106.348858,"ug/L",0.741,519222.108
"|-","Tl",205,21.493444,"ug/L",1.442,815494.708
"| ","Pb",208,21.497262,"ug/L",0.729,1127923.890
"|>","Bi",209,,"ug/L",,557559.594
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-SRL1"
"Sample Date/Time:","Friday, December 08, 2023 11:17:54"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,733048.232
"| ","Be",9,-0.023038,"ug/L",13.424,15.000
"|-","Al",27,4.648834,"ug/L",0.233,95300.597
"|-","V",51,-0.252049,"ug/L",29.293,-25482.509
"| ","Cr",52,-0.083549,"ug/L",4.932,18206.881
"| ","Mn",55,132.547448,"ug/L",1.474,3053997.288
"| ","Fe",57,508.565089,"ug/L",1.305,249281.299
"| ","Co",59,0.494057,"ug/L",1.132,8722.183
"| ","Ni",60,0.636002,"ug/L",2.592,2327.298
"| ","Cu",63,0.316628,"ug/L",1.831,2626.379
"| ","Zn",66,0.454795,"ug/L",5.067,1394.107
"| ","As",75,0.229648,"ug/L",83.666,-1207.127
"| ","Se",82,0.184566,"ug/L",21.291,34.124
"|>","Ge",74,,"ug/L",,434798.695
"|-","Mo",97,0.218948,"ug/L",8.194,584.850
"|-","Ag",107,0.002377,"ug/L",30.623,57.000
"| ","Cd",111,0.006372,"ug/L",24.119,80.131
"|>","In",115,,"ug/L",,492746.289
"| ","Sb",123,0.235844,"ug/L",3.625,1697.847
"|-","Ba",137,5.728082,"ug/L",1.853,29068.600
"|-","Tl",205,0.010865,"ug/L",6.774,529.349
"| ","Pb",208,0.046786,"ug/L",2.387,2937.522
"|>","Bi",209,,"ug/L",,585710.640
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359675-DUP1"
"Sample Date/Time:","Friday, December 08, 2023 11:21:09"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,692020.422
"| ","Be",9,-0.009978,"ug/L",74.152,24.333
"|-","Al",27,25.934546,"ug/L",1.705,326793.713
"|-","V",51,-0.227995,"ug/L",222.491,-23041.700
"| ","Cr",52,0.495446,"ug/L",9.862,23682.818
"| ","Mn",55,670.658051,"ug/L",0.654,14139579.106
"| ","Fe",57,2506.756219,"ug/L",1.935,1097935.779
"| ","Co",59,2.492470,"ug/L",0.869,40027.932
"| ","Ni",60,3.175360,"ug/L",0.680,10484.710
"| ","Cu",63,1.445128,"ug/L",1.303,10405.287
"| ","Zn",66,2.042393,"ug/L",1.715,4150.948
"| ","As",75,0.040419,"ug/L",329.769,-1448.988
"| ","Se",82,0.439173,"ug/L",15.014,83.757
"|>","Ge",74,,"ug/L",,398003.587
"|-","Mo",97,0.597658,"ug/L",3.502,1393.646
"|-","Ag",107,0.004750,"ug/L",23.014,80.000
"| ","Cd",111,0.023775,"ug/L",10.626,115.224
"|>","In",115,,"ug/L",,458933.317
"| ","Sb",123,0.263776,"ug/L",5.329,1745.736
"|-","Ba",137,28.700741,"ug/L",1.987,135364.340
"|-","Tl",205,0.031165,"ug/L",4.209,1223.082
"| ","Pb",208,0.231391,"ug/L",0.876,11982.110
"|>","Bi",209,,"ug/L",,535333.840
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-01"
"Sample Date/Time:","Friday, December 08, 2023 11:24:23"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,686381.671
"| ","Be",9,-0.011813,"ug/L",46.958,22.667
"|-","Al",27,28.376619,"ug/L",0.602,351096.120
"|-","V",51,-0.596915,"ug/L",34.535,-28073.050
"| ","Cr",52,0.554267,"ug/L",3.967,24470.903
"| ","Mn",55,670.794896,"ug/L",0.985,14184969.367
"| ","Fe",57,2515.804294,"ug/L",0.331,1105193.677
"| ","Co",59,2.469710,"ug/L",0.362,39778.845
"| ","Ni",60,3.150749,"ug/L",2.036,10433.318
"| ","Cu",63,1.483932,"ug/L",0.715,10710.974
"| ","Zn",66,2.212724,"ug/L",2.203,4472.767
"| ","As",75,0.058284,"ug/L",564.175,-1424.676
"| ","Se",82,0.360012,"ug/L",7.664,67.739
"|>","Ge",74,,"ug/L",,399158.928
"|-","Mo",97,0.596014,"ug/L",3.423,1393.979
"|-","Ag",107,0.004609,"ug/L",19.805,77.667
"| ","Cd",111,0.020860,"ug/L",39.062,107.851
"|>","In",115,,"ug/L",,455601.187
"| ","Sb",123,0.227356,"ug/L",0.453,1521.210
"|-","Ba",137,29.268737,"ug/L",0.909,137087.428
"|-","Tl",205,0.029124,"ug/L",4.095,1143.072
"| ","Pb",208,0.228318,"ug/L",0.490,11767.985
"|>","Bi",209,,"ug/L",,532668.422
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-02"
"Sample Date/Time:","Friday, December 08, 2023 11:27:38"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,707511.461
"| ","Be",9,-0.019876,"ug/L",8.657,17.000
"|-","Al",27,-1.077533,"ug/L",5.654,26828.216
"|-","V",51,-0.985563,"ug/L",18.838,-33946.516
"| ","Cr",52,0.148177,"ug/L",45.914,19910.811
"| ","Mn",55,67.188865,"ug/L",1.155,1449078.273
"| ","Fe",57,45.703276,"ug/L",1.006,27263.492
"| ","Co",59,0.108680,"ug/L",3.803,1844.854
"| ","Ni",60,5.733884,"ug/L",1.515,19324.189
"| ","Cu",63,10.958576,"ug/L",0.560,79580.480
"| ","Zn",66,475.124675,"ug/L",0.580,879876.574
"| ","As",75,-0.349650,"ug/L",68.108,-2200.974
"| ","Se",82,0.153421,"ug/L",30.593,25.402
"|>","Ge",74,,"ug/L",,406865.472
"|-","Mo",97,0.070711,"ug/L",2.790,203.732
"|-","Ag",107,0.001718,"ug/L",69.842,46.000
"| ","Cd",111,0.492049,"ug/L",5.497,1221.089
"|>","In",115,,"ug/L",,464146.535
"| ","Sb",123,0.315482,"ug/L",1.226,2069.396
"|-","Ba",137,11.329933,"ug/L",0.353,54098.989
"|-","Tl",205,0.015495,"ug/L",11.792,667.358
"| ","Pb",208,2.990310,"ug/L",0.185,154340.803
"|>","Bi",209,,"ug/L",,547456.276
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-02"
"Sample Date/Time:","Friday, December 08, 2023 11:30:52"
"Sample Description:","1X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,645002.931
"| ","Be",9,-0.012275,"ug/L",10.383,21.000
"|-","Al",27,0.315223,"ug/L",11.854,38905.071
"|-","V",51,-3.213060,"ug/L",6.838,-56464.690
"| ","Cr",52,0.989679,"ug/L",8.041,26512.282
"| ","Mn",55,341.476479,"ug/L",0.146,6434032.780
"| ","Fe",57,225.039412,"ug/L",1.025,93597.414
"| ","Co",59,0.565954,"ug/L",2.562,8164.332
"| ","Ni",60,28.325926,"ug/L",0.590,83314.091
"| ","Cu",63,51.657237,"ug/L",1.012,327414.378
"| ","Zn",66,2267.647543,"ug/L",0.751,3669463.266
"| ","As",75,-1.695351,"ug/L",18.123,-4095.070
"| ","Se",82,0.426151,"ug/L",36.734,72.314
"|>","Ge",74,,"ug/L",,355659.305
"|-","Mo",97,0.254136,"ug/L",8.213,549.550
"|-","Ag",107,0.009245,"ug/L",17.465,120.667
"| ","Cd",111,2.379598,"ug/L",2.153,5180.296
"|>","In",115,,"ug/L",,423898.461
"| ","Sb",123,1.240839,"ug/L",1.342,6874.819
"|-","Ba",137,56.864421,"ug/L",0.963,247727.875
"|-","Tl",205,0.078205,"ug/L",15.013,2591.707
"| ","Pb",208,15.280344,"ug/L",0.635,680143.345
"|>","Bi",209,,"ug/L",,472945.926
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 08, 2023 11:34:07"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,712691.053
"| ","Be",9,49.673511,"ug/L",0.856,39867.276
"|-","Al",27,456.610841,"ug/L",2.022,5273548.658
"|-","V",51,49.179328,"ug/L",1.121,648488.923
"| ","Cr",52,50.319289,"ug/L",0.240,633869.653
"| ","Mn",55,50.668047,"ug/L",1.325,1079725.833
"| ","Fe",57,1012.041151,"ug/L",0.626,451839.591
"| ","Co",59,49.975487,"ug/L",0.665,809380.603
"| ","Ni",60,51.433182,"ug/L",0.781,170952.725
"| ","Cu",63,99.803792,"ug/L",0.600,714662.191
"| ","Zn",66,100.895370,"ug/L",0.552,184923.879
"| ","As",75,50.045893,"ug/L",0.777,89639.786
"| ","Se",82,19.865573,"ug/L",2.076,4136.831
"|>","Ge",74,,"ug/L",,401941.638
"|-","Mo",97,19.799058,"ug/L",1.013,45367.767
"|-","Ag",107,9.925557,"ug/L",1.283,114615.896
"| ","Cd",111,50.312783,"ug/L",1.152,119853.057
"|>","In",115,,"ug/L",,468589.298
"| ","Sb",123,9.448445,"ug/L",3.316,56498.669
"|-","Ba",137,196.919372,"ug/L",0.253,948094.363
"|-","Tl",205,49.826021,"ug/L",0.458,1924737.244
"| ","Pb",208,50.831862,"ug/L",0.191,2715223.396
"|>","Bi",209,,"ug/L",,567753.547
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
