"DLZ - Summary Report"
"Sample ID:","Cal std 1@2305748"
"Sample Date/Time:","Monday, November 06, 2023 09:58:47"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,558251.751
"| ","Be",9,5.284472,"ug/L",2.404,3124.870
"|-","Al",27,44.565930,"ug/L",1.178,542201.892
"|-","V",51,4.836174,"ug/L",2.305,60255.388
"| ","Cr",52,4.801985,"ug/L",1.963,75211.070
"| ","Mn",55,4.885108,"ug/L",2.004,96826.761
"| ","Fe",57,99.217393,"ug/L",1.669,43346.158
"| ","Co",59,4.992985,"ug/L",1.463,70890.582
"| ","Ni",60,5.165257,"ug/L",1.201,14979.004
"| ","Cu",63,10.102537,"ug/L",0.958,66568.944
"| ","Zn",66,10.204361,"ug/L",1.393,17211.622
"| ","As",75,5.114738,"ug/L",2.525,8704.488
"| ","Se",82,1.963323,"ug/L",6.563,425.786
"|>","Ge",74,,"ug/L",,418397.004
"|-","Mo",97,2.250672,"ug/L",2.391,5600.267
"|-","Ag",107,1.014996,"ug/L",0.976,11967.211
"| ","Cd",111,5.110148,"ug/L",0.553,12648.306
"|>","In",115,,"ug/L",,470002.331
"| ","Sb",123,0.953366,"ug/L",4.741,5863.043
"|-","Ba",137,20.074440,"ug/L",1.559,83685.739
"|-","Tl",205,4.980017,"ug/L",0.386,168476.179
"| ","Pb",208,5.011186,"ug/L",0.464,232083.431
"|>","Bi",209,,"ug/L",,480110.025
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-ICV"
"Sample Date/Time:","Monday, November 06, 2023 11:32:39"
"Sample Description:","Sb 40"
"Batch ID:","11/06/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,573162.327
"| ","Be",9,0.008329,"ug/L",42.853,18.000
"|-","Al",27,-3.242434,"ug/L",0.627,22157.649
"|-","V",51,-0.028936,"ug/L",319.563,-9522.014
"| ","Cr",52,-0.096182,"ug/L",12.966,15372.991
"| ","Mn",55,0.012278,"ug/L",10.643,1354.768
"| ","Fe",57,-0.553261,"ug/L",16.486,5106.435
"| ","Co",59,0.008243,"ug/L",10.873,185.335
"| ","Ni",60,0.011602,"ug/L",32.987,102.001
"| ","Cu",63,0.010643,"ug/L",26.315,393.675
"| ","Zn",66,0.455870,"ug/L",2.611,1433.446
"| ","As",75,0.213260,"ug/L",25.734,-724.810
"| ","Se",82,-0.052168,"ug/L",142.180,-15.823
"|>","Ge",74,,"ug/L",,423739.126
"|-","Mo",97,0.102541,"ug/L",10.459,312.243
"|-","Ag",107,0.003784,"ug/L",36.870,75.000
"| ","Cd",111,0.000271,"ug/L",1614.324,58.181
"|>","In",115,,"ug/L",,480301.637
"| ","Sb",123,42.877802,"ug/L",2.334,255443.345
"|-","Ba",137,0.023940,"ug/L",9.707,256.057
"|-","Tl",205,0.006775,"ug/L",15.022,313.005
"| ","Pb",208,0.006227,"ug/L",2.018,928.686
"|>","Bi",209,,"ug/L",,483091.717
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357038-BLK1"
"Sample Date/Time:","Monday, November 06, 2023 11:53:53"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,576045.874
"| ","Be",9,-0.004464,"ug/L",78.811,10.333
"|-","Al",27,-2.749761,"ug/L",1.212,27802.803
"|-","V",51,-0.777358,"ug/L",11.682,-19272.904
"| ","Cr",52,0.348893,"ug/L",6.221,19740.759
"| ","Mn",55,0.113161,"ug/L",1.404,3170.220
"| ","Fe",57,2.217096,"ug/L",17.331,5837.874
"| ","Co",59,0.001177,"ug/L",5.719,79.000
"| ","Ni",60,0.020442,"ug/L",24.977,120.667
"| ","Cu",63,0.047360,"ug/L",7.485,602.353
"| ","Zn",66,0.461922,"ug/L",4.794,1363.769
"| ","As",75,-0.430199,"ug/L",27.771,-1867.591
"| ","Se",82,-0.097494,"ug/L",28.683,-24.190
"|>","Ge",74,,"ug/L",,400207.237
"|-","Mo",97,0.066716,"ug/L",9.733,210.354
"|-","Ag",107,0.001748,"ug/L",45.889,48.333
"| ","Cd",111,-0.001212,"ug/L",143.340,52.284
"|>","In",115,,"ug/L",,460881.199
"| ","Sb",123,0.807317,"ug/L",17.998,4922.529
"|-","Ba",137,0.051808,"ug/L",7.078,359.423
"|-","Tl",205,0.000410,"ug/L",59.998,91.334
"| ","Pb",208,0.011221,"ug/L",5.274,1095.692
"|>","Bi",209,,"ug/L",,456076.871
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357038-BS1"
"Sample Date/Time:","Monday, November 06, 2023 11:57:14"
"Sample Description:","10X"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,579342.363
"| ","Be",9,57.995039,"ug/L",0.885,35489.852
"|-","Al",27,124.898365,"ug/L",0.813,1470837.729
"|-","V",51,57.421341,"ug/L",0.884,817889.553
"| ","Cr",52,56.963468,"ug/L",0.406,718659.753
"| ","Mn",55,56.558823,"ug/L",1.445,1116012.547
"| ","Fe",57,462.007187,"ug/L",1.177,183727.995
"| ","Co",59,56.942720,"ug/L",0.397,812434.770
"| ","Ni",60,59.130305,"ug/L",0.076,171777.429
"| ","Cu",63,114.512587,"ug/L",0.533,755720.288
"| ","Zn",66,115.537841,"ug/L",0.215,188992.469
"| ","As",75,59.017920,"ug/L",0.400,112912.333
"| ","Se",82,55.473470,"ug/L",0.679,12198.397
"|>","Ge",74,,"ug/L",,420874.266
"|-","Mo",97,57.401928,"ug/L",1.052,142238.068
"|-","Ag",107,59.073176,"ug/L",1.534,700865.356
"| ","Cd",111,58.833053,"ug/L",1.202,146285.191
"|>","In",115,,"ug/L",,474149.608
"| ","Sb",123,64.613822,"ug/L",1.600,379695.294
"|-","Ba",137,59.611935,"ug/L",1.588,250440.570
"|-","Tl",205,59.113916,"ug/L",0.482,2010939.155
"| ","Pb",208,58.633838,"ug/L",0.221,2724932.203
"|>","Bi",209,,"ug/L",,483013.804
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357038-BSD1"
"Sample Date/Time:","Monday, November 06, 2023 12:00:34"
"Sample Description:","10X"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,582744.850
"| ","Be",9,53.189344,"ug/L",1.208,32730.845
"|-","Al",27,60.334147,"ug/L",2.617,745104.666
"|-","V",51,53.053568,"ug/L",1.231,754200.810
"| ","Cr",52,52.515676,"ug/L",1.026,663094.077
"| ","Mn",55,52.210222,"ug/L",1.400,1029052.469
"| ","Fe",57,420.418335,"ug/L",1.301,167466.963
"| ","Co",59,52.685505,"ug/L",0.893,750870.450
"| ","Ni",60,54.430209,"ug/L",0.391,157952.622
"| ","Cu",63,105.628172,"ug/L",0.781,696378.562
"| ","Zn",66,106.549594,"ug/L",0.774,174153.095
"| ","As",75,54.938693,"ug/L",1.066,104917.744
"| ","Se",82,52.132625,"ug/L",2.156,11452.177
"|>","Ge",74,,"ug/L",,420397.718
"|-","Mo",97,53.395582,"ug/L",0.876,132179.791
"|-","Ag",107,54.234218,"ug/L",0.819,646379.058
"| ","Cd",111,53.706694,"ug/L",0.941,134146.374
"|>","In",115,,"ug/L",,476301.049
"| ","Sb",123,58.747035,"ug/L",0.870,346815.230
"|-","Ba",137,54.170555,"ug/L",1.504,228595.176
"|-","Tl",205,54.370328,"ug/L",0.780,1840141.474
"| ","Pb",208,53.967075,"ug/L",0.726,2495257.208
"|>","Bi",209,,"ug/L",,480535.965
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357038-MS1"
"Sample Date/Time:","Monday, November 06, 2023 12:03:54"
"Sample Description:","10X"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,584493.286
"| ","Be",9,47.147877,"ug/L",4.078,29128.399
"|-","Al",27,44.882204,"ug/L",1.753,571642.356
"|-","V",51,46.798559,"ug/L",3.711,660875.644
"| ","Cr",52,46.252345,"ug/L",3.418,583013.586
"| ","Mn",55,45.956143,"ug/L",4.441,901365.900
"| ","Fe",57,370.544543,"ug/L",4.388,147479.700
"| ","Co",59,46.258780,"ug/L",4.198,655981.203
"| ","Ni",60,47.776246,"ug/L",3.579,137955.948
"| ","Cu",63,94.064034,"ug/L",3.586,617050.113
"| ","Zn",66,94.609981,"ug/L",3.866,153930.845
"| ","As",75,48.608138,"ug/L",4.567,92237.189
"| ","Se",82,45.899399,"ug/L",4.813,10031.196
"|>","Ge",74,,"ug/L",,418213.960
"|-","Mo",97,47.234334,"ug/L",3.004,116347.971
"|-","Ag",107,47.836772,"ug/L",3.094,565564.237
"| ","Cd",111,47.695148,"ug/L",2.867,118180.508
"|>","In",115,,"ug/L",,472307.652
"| ","Sb",123,52.328045,"ug/L",3.551,306471.121
"|-","Ba",137,47.855770,"ug/L",4.066,200381.514
"|-","Tl",205,48.324829,"ug/L",3.851,1616302.121
"| ","Pb",208,47.882281,"ug/L",3.681,2188062.588
"|>","Bi",209,,"ug/L",,474893.946
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357038-DUP1"
"Sample Date/Time:","Monday, November 06, 2023 12:07:14"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,598446.216
"| ","Be",9,-0.000842,"ug/L",684.782,13.000
"|-","Al",27,20.902053,"ug/L",3.031,304920.264
"|-","V",51,-0.494385,"ug/L",21.011,-15055.897
"| ","Cr",52,0.928767,"ug/L",9.758,25981.137
"| ","Mn",55,0.442692,"ug/L",1.222,9148.268
"| ","Fe",57,7.492562,"ug/L",5.817,7613.522
"| ","Co",59,0.009564,"ug/L",15.704,188.669
"| ","Ni",60,0.153103,"ug/L",2.787,476.679
"| ","Cu",63,5.894355,"ug/L",0.782,36493.787
"| ","Zn",66,4.334933,"ug/L",0.711,7210.526
"| ","As",75,0.068299,"ug/L",236.148,-928.911
"| ","Se",82,0.113734,"ug/L",35.794,19.566
"|>","Ge",74,,"ug/L",,391750.803
"|-","Mo",97,0.648074,"ug/L",1.743,1546.040
"|-","Ag",107,0.003644,"ug/L",42.763,69.334
"| ","Cd",111,0.000871,"ug/L",349.671,56.597
"|>","In",115,,"ug/L",,455424.299
"| ","Sb",123,0.553905,"ug/L",2.762,3427.463
"|-","Ba",137,0.091568,"ug/L",1.135,515.651
"|-","Tl",205,0.020368,"ug/L",10.785,692.360
"| ","Pb",208,0.080321,"ug/L",3.568,3903.660
"|>","Bi",209,,"ug/L",,431436.120
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-01"
"Sample Date/Time:","Monday, November 06, 2023 12:10:34"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,608118.748
"| ","Be",9,-0.000759,"ug/L",1383.159,13.333
"|-","Al",27,19.834419,"ug/L",1.205,297311.682
"|-","V",51,-0.621796,"ug/L",25.946,-16654.825
"| ","Cr",52,1.207352,"ug/L",7.954,28961.470
"| ","Mn",55,0.471529,"ug/L",2.222,9606.410
"| ","Fe",57,8.097985,"ug/L",0.526,7771.654
"| ","Co",59,0.007920,"ug/L",6.662,165.668
"| ","Ni",60,0.147122,"ug/L",6.290,457.345
"| ","Cu",63,5.969421,"ug/L",0.546,36677.184
"| ","Zn",66,4.604415,"ug/L",0.662,7562.144
"| ","As",75,-0.008543,"ug/L",2443.018,-1058.854
"| ","Se",82,-0.063419,"ug/L",66.244,-16.528
"|>","Ge",74,,"ug/L",,388823.384
"|-","Mo",97,0.457061,"ug/L",1.815,1097.678
"|-","Ag",107,0.002013,"ug/L",12.060,50.000
"| ","Cd",111,-0.005835,"ug/L",74.577,39.870
"|>","In",115,,"ug/L",,447632.863
"| ","Sb",123,0.469157,"ug/L",2.305,2899.460
"|-","Ba",137,0.195476,"ug/L",7.237,918.981
"|-","Tl",205,0.005696,"ug/L",47.806,242.003
"| ","Pb",208,0.083583,"ug/L",4.344,3958.341
"|>","Bi",209,,"ug/L",,422754.709
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-02"
"Sample Date/Time:","Monday, November 06, 2023 12:13:55"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,613560.833
"| ","Be",9,0.007056,"ug/L",197.232,18.333
"|-","Al",27,27.975786,"ug/L",2.088,397378.083
"|-","V",51,-0.900895,"ug/L",14.862,-20129.249
"| ","Cr",52,1.147512,"ug/L",2.915,27985.701
"| ","Mn",55,0.607218,"ug/L",0.759,11952.855
"| ","Fe",57,9.359963,"ug/L",1.306,8137.641
"| ","Co",59,0.006343,"ug/L",8.937,143.334
"| ","Ni",60,0.088623,"ug/L",8.527,297.005
"| ","Cu",63,5.824484,"ug/L",0.271,35426.569
"| ","Zn",66,3.633434,"ug/L",2.278,6036.337
"| ","As",75,-0.071289,"ug/L",427.180,-1158.197
"| ","Se",82,-0.043879,"ug/L",71.950,-12.523
"|>","Ge",74,,"ug/L",,384852.260
"|-","Mo",97,0.246264,"ug/L",2.500,608.746
"|-","Ag",107,0.002314,"ug/L",39.207,52.667
"| ","Cd",111,-0.004390,"ug/L",51.015,42.760
"|>","In",115,,"ug/L",,442146.730
"| ","Sb",123,0.265477,"ug/L",5.601,1748.837
"|-","Ba",137,0.185918,"ug/L",1.812,870.029
"|-","Tl",205,0.002814,"ug/L",4.037,155.668
"| ","Pb",208,0.268053,"ug/L",1.590,11423.821
"|>","Bi",209,,"ug/L",,421404.472
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-03"
"Sample Date/Time:","Monday, November 06, 2023 12:17:16"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,608781.766
"| ","Be",9,0.005591,"ug/L",104.180,17.333
"|-","Al",27,13.647260,"ug/L",1.914,224119.474
"|-","V",51,-0.743318,"ug/L",9.983,-18083.181
"| ","Cr",52,1.216119,"ug/L",2.733,28791.545
"| ","Mn",55,0.493524,"ug/L",1.974,9915.408
"| ","Fe",57,11.940810,"ug/L",1.080,9060.181
"| ","Co",59,0.006200,"ug/L",9.157,141.668
"| ","Ni",60,0.115176,"ug/L",6.085,368.007
"| ","Cu",63,3.708417,"ug/L",0.834,22687.946
"| ","Zn",66,0.926606,"ug/L",5.399,2005.888
"| ","As",75,-0.413361,"ug/L",95.929,-1759.527
"| ","Se",82,-0.043784,"ug/L",57.014,-12.461
"|>","Ge",74,,"ug/L",,385298.758
"|-","Mo",97,0.263832,"ug/L",3.765,649.598
"|-","Ag",107,0.001869,"ug/L",29.807,47.667
"| ","Cd",111,-0.003779,"ug/L",50.838,44.060
"|>","In",115,,"ug/L",,440741.442
"| ","Sb",123,0.291027,"ug/L",2.934,1882.256
"|-","Ba",137,0.248728,"ug/L",2.006,1112.542
"|-","Tl",205,0.002013,"ug/L",40.991,130.668
"| ","Pb",208,0.056122,"ug/L",2.942,2803.504
"|>","Bi",209,,"ug/L",,417047.450
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-04"
"Sample Date/Time:","Monday, November 06, 2023 12:20:36"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,628216.099
"| ","Be",9,-0.000875,"ug/L",553.049,13.667
"|-","Al",27,6.216074,"ug/L",1.652,140244.680
"|-","V",51,-0.708899,"ug/L",8.547,-17836.615
"| ","Cr",52,1.083226,"ug/L",6.146,27589.489
"| ","Mn",55,0.330451,"ug/L",3.265,7049.067
"| ","Fe",57,5.176476,"ug/L",2.356,6741.832
"| ","Co",59,0.006330,"ug/L",34.917,145.001
"| ","Ni",60,0.092067,"ug/L",6.291,310.005
"| ","Cu",63,9.187882,"ug/L",2.060,56395.435
"| ","Zn",66,2.579471,"ug/L",2.066,4521.458
"| ","As",75,-0.265882,"ug/L",158.611,-1523.316
"| ","Se",82,-0.009690,"ug/L",484.787,-5.715
"|>","Ge",74,,"ug/L",,389542.428
"|-","Mo",97,0.197458,"ug/L",1.749,504.333
"|-","Ag",107,0.001602,"ug/L",10.677,45.333
"| ","Cd",111,-0.008975,"ug/L",7.294,32.494
"|>","In",115,,"ug/L",,447110.876
"| ","Sb",123,0.254140,"ug/L",10.604,1704.394
"|-","Ba",137,0.037201,"ug/L",7.130,291.022
"|-","Tl",205,0.001374,"ug/L",31.207,114.667
"| ","Pb",208,0.190470,"ug/L",0.884,8398.194
"|>","Bi",209,,"ug/L",,427500.023
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-05"
"Sample Date/Time:","Monday, November 06, 2023 12:23:55"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,632909.451
"| ","Be",9,-0.000544,"ug/L",201.471,14.000
"|-","Al",27,10.653815,"ug/L",1.108,196076.644
"|-","V",51,-0.810855,"ug/L",16.620,-19152.497
"| ","Cr",52,1.428024,"ug/L",7.644,31453.709
"| ","Mn",55,0.250174,"ug/L",5.531,5572.376
"| ","Fe",57,5.574614,"ug/L",11.235,6868.929
"| ","Co",59,0.010001,"ug/L",19.887,193.002
"| ","Ni",60,0.627470,"ug/L",1.974,1745.168
"| ","Cu",63,11.017153,"ug/L",2.679,67414.486
"| ","Zn",66,2.678118,"ug/L",3.315,4659.861
"| ","As",75,-0.053439,"ug/L",348.625,-1139.338
"| ","Se",82,-0.031354,"ug/L",119.963,-10.080
"|>","Ge",74,,"ug/L",,388681.074
"|-","Mo",97,0.300229,"ug/L",4.645,738.349
"|-","Ag",107,0.000462,"ug/L",43.413,32.333
"| ","Cd",111,-0.006048,"ug/L",43.904,39.076
"|>","In",115,,"ug/L",,443794.741
"| ","Sb",123,0.346196,"ug/L",5.392,2198.244
"|-","Ba",137,0.065911,"ug/L",3.373,401.645
"|-","Tl",205,0.000323,"ug/L",13.281,82.334
"| ","Pb",208,0.074068,"ug/L",3.332,3585.609
"|>","Bi",209,,"ug/L",,424449.371
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2305744"
"Sample Date/Time:","Monday, November 06, 2023 12:27:16"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,603611.511
"| ","Be",9,52.929170,"ug/L",1.041,33743.530
"|-","Al",27,499.979681,"ug/L",0.246,5950314.857
"|-","V",51,52.621599,"ug/L",0.682,738424.644
"| ","Cr",52,52.813455,"ug/L",0.307,658253.481
"| ","Mn",55,52.214291,"ug/L",0.521,1015973.243
"| ","Fe",57,1054.834646,"ug/L",0.357,406943.604
"| ","Co",59,52.914073,"ug/L",0.198,744463.239
"| ","Ni",60,55.043828,"ug/L",0.790,157698.839
"| ","Cu",63,108.047172,"ug/L",0.839,703253.404
"| ","Zn",66,109.083481,"ug/L",0.486,176005.062
"| ","As",75,54.071555,"ug/L",0.721,101910.965
"| ","Se",82,21.903740,"ug/L",1.908,4747.468
"|>","Ge",74,,"ug/L",,415039.896
"|-","Mo",97,20.921455,"ug/L",0.605,51160.789
"|-","Ag",107,10.722430,"ug/L",0.886,125818.551
"| ","Cd",111,53.946390,"ug/L",0.021,132647.110
"|>","In",115,,"ug/L",,468820.323
"| ","Sb",123,9.716725,"ug/L",2.258,56749.686
"|-","Ba",137,214.747550,"ug/L",0.848,891842.211
"|-","Tl",205,52.770139,"ug/L",0.356,1740609.887
"| ","Pb",208,53.489663,"ug/L",0.499,2410367.663
"|>","Bi",209,,"ug/L",,468351.687
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2305748"
"Sample Date/Time:","Monday, November 06, 2023 12:30:37"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,599629.673
"| ","Be",9,0.013643,"ug/L",59.755,22.333
"|-","Al",27,-0.072222,"ug/L",159.783,60248.341
"|-","V",51,-0.247483,"ug/L",45.766,-12378.560
"| ","Cr",52,0.226827,"ug/L",9.813,18853.543
"| ","Mn",55,0.011665,"ug/L",22.988,1305.094
"| ","Fe",57,-0.507956,"ug/L",32.282,4982.031
"| ","Co",59,0.004596,"ug/L",33.717,129.001
"| ","Ni",60,0.005865,"ug/L",77.017,83.000
"| ","Cu",63,0.002658,"ug/L",99.737,331.673
"| ","Zn",66,-0.033161,"ug/L",27.078,613.687
"| ","As",75,-0.056037,"ug/L",392.789,-1218.054
"| ","Se",82,0.092819,"ug/L",107.601,15.970
"|>","Ge",74,,"ug/L",,412095.802
"|-","Mo",97,0.133298,"ug/L",11.614,377.469
"|-","Ag",107,0.001556,"ug/L",88.426,46.333
"| ","Cd",111,-0.002260,"ug/L",266.994,50.034
"|>","In",115,,"ug/L",,463936.972
"| ","Sb",123,0.427041,"ug/L",11.823,2758.964
"|-","Ba",137,0.008198,"ug/L",69.747,182.552
"|-","Tl",205,0.006116,"ug/L",24.940,278.338
"| ","Pb",208,0.002367,"ug/L",32.083,718.678
"|>","Bi",209,,"ug/L",,463599.541
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-06"
"Sample Date/Time:","Monday, November 06, 2023 12:33:58"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,618397.371
"| ","Be",9,-0.000602,"ug/L",906.462,13.667
"|-","Al",27,8.278590,"ug/L",1.043,162924.452
"|-","V",51,-0.604352,"ug/L",21.833,-16521.670
"| ","Cr",52,1.143983,"ug/L",6.498,28408.357
"| ","Mn",55,0.345859,"ug/L",1.075,7361.980
"| ","Fe",57,7.170397,"ug/L",4.662,7486.749
"| ","Co",59,0.008771,"ug/L",13.333,178.002
"| ","Ni",60,0.134335,"ug/L",11.131,425.677
"| ","Cu",63,5.333957,"ug/L",0.249,33006.480
"| ","Zn",66,6.343787,"ug/L",1.289,10244.103
"| ","As",75,-0.230676,"ug/L",54.549,-1466.206
"| ","Se",82,-0.004980,"ug/L",1211.366,-4.820
"|>","Ge",74,,"ug/L",,391225.142
"|-","Mo",97,0.285250,"ug/L",3.978,708.530
"|-","Ag",107,0.000809,"ug/L",84.842,36.667
"| ","Cd",111,-0.002499,"ug/L",63.752,47.853
"|>","In",115,,"ug/L",,448939.388
"| ","Sb",123,0.643254,"ug/L",1.079,3875.712
"|-","Ba",137,0.047491,"ug/L",12.772,332.933
"|-","Tl",205,0.002523,"ug/L",41.913,149.668
"| ","Pb",208,0.037049,"ug/L",2.726,2096.096
"|>","Bi",209,,"ug/L",,428880.847
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-07"
"Sample Date/Time:","Monday, November 06, 2023 12:37:19"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,617392.325
"| ","Be",9,0.002514,"ug/L",103.681,15.667
"|-","Al",27,16.041128,"ug/L",3.167,256071.289
